d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,coordinates of geographic center,population
380,26023,MI,Branch County,6,6969,Point(-85.4102 44.3467),9922576
381,17187,IL,Warren County,7,2213,Point(-89.1965 40.0417),12859995
382,5071,AR,Johnson County,6,4699,Point(-92.4426 34.8938),2978204
383,31139,NE,Pierce County,9,674,Point(-99.7951 41.5378),1896190
384,50005,VT,Caledonia County,7,3929,Point(-72.6658 44.0687),626042
385,28103,MS,Noxubee County,7,3434,Point(-89.6678 32.7364),2992333
386,37063,NC,Durham County,2,47269,Point(-79.5 35.5),10042802
387,13231,GA,Pike County,1,2074,Point(-83.437611111 32.662027777),10214860
388,26017,MI,Bay County,3,15716,Point(-85.4102 44.3467),9922576
389,51073,VA,Gloucester County,1,3449,Point(-78.8537 37.5215),8382993
390,17131,IL,Mercer County,2,1581,Point(-89.1965 40.0417),12859995
391,56023,WY,Lincoln County,7,1631,Point(-107.5512 42.9957),586107
392,18137,IN,Ripley County,6,3448,Point(-86.2816 39.8942),6619680
393,48341,TX,Moore County,6,2596,Point(-99.3312 31.4757),27469114
394,5143,AR,Washington County,2,34567,Point(-92.4426 34.8938),2978204
395,27029,MN,Clearwater County,8,1432,Point(-94.3053 46.2807),5489594
396,47113,TN,Madison County,3,17777,Point(-86.3505 35.858),6600299
397,29179,MO,Reynolds County,9,1397,Point(-92.458 38.3566),6083672
398,35033,NM,Mora County,8,1130,Point(-106.1126 34.4071),2085109
399,46085,SD,Lyman County,9,860,,1394928
400,13099,GA,Early County,6,3210,Point(-83.437611111 32.662027777),10214860
401,13253,GA,Seminole County,6,1948,Point(-83.437611111 32.662027777),10214860
402,6005,CA,Amador County,6,3846,Point(-119.4696 37.1841),39144818
403,18147,IN,Spencer County,8,1847,Point(-86.2816 39.8942),6619680
404,28063,MS,Jefferson County,7,2321,Point(-89.6678 32.7364),2992333
405,47131,TN,Obion County,7,5604,Point(-86.3505 35.858),6600299
406,17027,IL,Clinton County,1,3330,Point(-89.1965 40.0417),12859995
407,13139,GA,Hall County,3,26561,Point(-83.437611111 32.662027777),10214860
408,46049,SD,Faulk County,9,298,,1394928
409,38095,ND,Towner County,9,238,Point(-100.4659 47.4501),756927
410,13085,GA,Dawson County,1,2373,Point(-83.437611111 32.662027777),10214860
411,46127,SD,Union County,3,981,,1394928
412,48027,TX,Bell County,2,42739,Point(-99.3312 31.4757),27469114
413,13305,GA,Wayne County,6,6217,Point(-83.437611111 32.662027777),10214860
414,13023,GA,Bleckley County,6,2514,Point(-83.437611111 32.662027777),10214860
415,30049,MT,Lewis and Clark County,5,6858,Point(-109.6333 47.0527),1032949
416,50013,VT,Grand Isle County,3,609,Point(-72.6658 44.0687),626042
417,13153,GA,Houston County,3,22347,Point(-83.437611111 32.662027777),10214860
418,5113,AR,Polk County,7,4660,Point(-92.4426 34.8938),2978204
419,37147,NC,Pitt County,3,36594,Point(-79.5 35.5),10042802
420,29041,MO,Chariton County,9,966,Point(-92.458 38.3566),6083672
421,48275,TX,Knox County,9,781,Point(-99.3312 31.4757),27469114
422,40087,OK,McClain County,1,4137,Point(-97.4943 35.5889),3911338
423,29007,MO,Audrain County,6,4019,Point(-92.458 38.3566),6083672
424,48391,TX,Refugio County,6,1128,Point(-99.3312 31.4757),27469114
425,20089,KS,Jewell County,9,363,Point(-98.3804 38.4937),2911641
426,45045,SC,Greenville County,2,53113,Point(-80.8964 33.9169),4896146
427,17045,IL,Edgar County,6,2350,Point(-89.1965 40.0417),12859995
428,21091,KY,Hancock County,3,1100,Point(-85.3021 37.5347),4425092
429,31037,NE,Colfax County,7,1005,Point(-99.7951 41.5378),1896190
430,48099,TX,Coryell County,2,8991,Point(-99.3312 31.4757),27469114
431,1061,AL,Geneva County,3,5495,Point(-86.8287 32.7794),4858979
432,17047,IL,Edwards County,9,715,Point(-89.1965 40.0417),12859995
433,13295,GA,Walker County,2,12349,Point(-83.437611111 32.662027777),10214860
434,51089,VA,Henry County,4,9333,Point(-78.8537 37.5215),8382993
435,32005,NV,Douglas County,4,4631,Point(-116.6312 39.3289),2890845
436,5135,AR,Sharp County,7,3610,Point(-92.4426 34.8938),2978204
437,39007,OH,Ashtabula County,4,17202,Point(-82.7937 40.2862),11613423
438,8113,CO,San Miguel County,9,811,Point(-105.5478 38.9972),5456574
439,12021,FL,Collier County,2,41076,Point(-82.4497 28.6305),20271272
440,26117,MI,Montcalm County,6,9381,Point(-85.4102 44.3467),9922576
441,40121,OK,Pittsburg County,5,6007,Point(-97.4943 35.5889),3911338
442,8079,CO,Mineral County,9,68,Point(-105.5478 38.9972),5456574
443,16075,ID,Payette County,6,3639,Point(-114.613 44.3509),1654930
444,42069,PA,Lackawanna County,2,28739,Point(-77.7996 40.8781),12802503
445,28123,MS,Scott County,6,6303,Point(-89.6678 32.7364),2992333
446,29223,MO,Wayne County,9,3370,Point(-92.458 38.3566),6083672
447,24510,MD,Baltimore city,1,128752,Point(-76.7909 39.055),6006401
448,31047,NE,Dawson County,7,2966,Point(-99.7951 41.5378),1896190
449,42083,PA,Mc Kean County,7,6711,Point(-77.7996 40.8781),12802503
450,16021,ID,Boundary County,7,1973,Point(-114.613 44.3509),1654930
451,29173,MO,Ralls County,9,1109,Point(-92.458 38.3566),6083672
452,16073,ID,Owyhee County,2,1942,Point(-114.613 44.3509),1654930
453,39001,OH,Adams County,6,5543,Point(-82.7937 40.2862),11613423
454,2070,AK,Dillingham Census Area,9,965,Point(-152.2782 64.0685),738432
455,15009,HI,Maui County,5,15578,Point(-157.5 20.5),1431603
456,1097,AL,Mobile County,2,79364,Point(-86.8287 32.7794),4858979
457,17021,IL,Christian County,6,4013,Point(-89.1965 40.0417),12859995
458,30035,MT,Glacier County,7,3792,Point(-109.6333 47.0527),1032949
459,28099,MS,Neshoba County,7,6517,Point(-89.6678 32.7364),2992333
460,37011,NC,Avery County,8,2985,Point(-79.5 35.5),10042802
461,27087,MN,Mahnomen County,8,941,Point(-94.3053 46.2807),5489594
462,18073,IN,Jasper County,1,3032,Point(-86.2816 39.8942),6619680
463,27025,MN,Chisago County,1,3554,Point(-94.3053 46.2807),5489594
464,29185,MO,St. Clair County,8,1868,Point(-92.458 38.3566),6083672
465,13043,GA,Candler County,7,2647,Point(-83.437611111 32.662027777),10214860
466,31175,NE,Valley County,9,479,Point(-99.7951 41.5378),1896190
467,22007,LA,Assumption Parish,6,4761,,3976322
468,38061,ND,Mountrail County,9,964,Point(-100.4659 47.4501),756927
469,18141,IN,St. Joseph County,2,41889,Point(-86.2816 39.8942),6619680
470,26035,MI,Clare County,7,6496,Point(-85.4102 44.3467),9922576
471,13243,GA,Randolph County,6,2063,Point(-83.437611111 32.662027777),10214860
472,20095,KS,Kingman County,6,778,Point(-98.3804 38.4937),2911641
473,55099,WI,Price County,9,1482,Point(-89.9941 44.6243),5771337
474,20121,KS,Miami County,1,2644,Point(-98.3804 38.4937),2911641
475,55015,WI,Calumet County,3,2462,Point(-89.9941 44.6243),5771337
476,17025,IL,Clay County,7,2085,Point(-89.1965 40.0417),12859995
477,21233,KY,Webster County,2,2311,Point(-85.3021 37.5347),4425092
478,36045,NY,Jefferson County,4,16468,Point(-75.5268 42.9538),19795791
479,17175,IL,Stark County,2,652,Point(-89.1965 40.0417),12859995
480,39065,OH,Hardin County,6,3906,Point(-82.7937 40.2862),11613423
481,12019,FL,Clay County,1,19785,Point(-82.4497 28.6305),20271272
482,22055,LA,Lafayette Parish,3,42781,,3976322
483,21213,KY,Simpson County,6,2663,Point(-85.3021 37.5347),4425092
484,35023,NM,Hidalgo County,7,1129,Point(-106.1126 34.4071),2085109
485,31099,NE,Kearney County,7,584,Point(-99.7951 41.5378),1896190
486,51145,VA,Powhatan County,1,1779,Point(-78.8537 37.5215),8382993
487,56037,WY,Sweetwater County,5,4264,Point(-107.5512 42.9957),586107
488,51085,VA,Hanover County,1,5900,Point(-78.8537 37.5215),8382993
489,37059,NC,Davie County,2,4820,Point(-79.5 35.5),10042802
490,22033,LA,East Baton Rouge Parish,2,86888,,3976322
491,21155,KY,Marion County,6,3750,Point(-85.3021 37.5347),4425092
492,39153,OH,Summit County,2,72687,Point(-82.7937 40.2862),11613423
493,35049,NM,Santa Fe County,3,20463,Point(-106.1126 34.4071),2085109
494,8001,CO,Adams County,1,57811,Point(-105.5478 38.9972),5456574
495,42087,PA,Mifflin County,4,6711,Point(-77.7996 40.8781),12802503
496,19059,IA,Dickinson County,7,1332,Point(-93.496 42.0751),3046355
497,25023,MA,Plymouth County,1,39977,Point(-71.8083 42.2596),6794422
498,47159,TN,Smith County,1,2801,Point(-86.3505 35.858),6600299
499,31123,NE,Morrill County,9,775,Point(-99.7951 41.5378),1896190
500,26061,MI,Houghton County,5,6762,Point(-85.4102 44.3467),9922576
501,42051,PA,Fayette County,1,22645,Point(-77.7996 40.8781),12802503
502,48029,TX,Bexar County,1,306859,Point(-99.3312 31.4757),27469114
503,35017,NM,Grant County,7,6308,Point(-106.1126 34.4071),2085109
504,28113,MS,Pike County,7,11649,Point(-89.6678 32.7364),2992333
505,13255,GA,Spalding County,1,14243,Point(-83.437611111 32.662027777),10214860
506,47041,TN,DeKalb County,6,3760,Point(-86.3505 35.858),6600299
507,27105,MN,Nobles County,7,2500,Point(-94.3053 46.2807),5489594
508,19055,IA,Delaware County,6,1626,Point(-93.496 42.0751),3046355
509,34025,NJ,Monmouth County,1,43866,Point(-74.6728 40.1907),8958013
510,41015,OR,Curry County,7,3171,Point(-120.5583 43.9336),4028977
511,53041,WA,Lewis County,4,11155,Point(-120.4472 47.3826),7170351
512,42043,PA,Dauphin County,2,30247,Point(-77.7996 40.8781),12802503
513,29121,MO,Macon County,7,2416,Point(-92.458 38.3566),6083672
514,33013,NH,Merrimack County,4,10532,Point(-71.5811 43.6805),1330608
515,17107,IL,Logan County,6,3450,Point(-89.1965 40.0417),12859995
516,17183,IL,Vermilion County,3,15183,Point(-89.1965 40.0417),12859995
517,31127,NE,Nemaha County,7,868,Point(-99.7951 41.5378),1896190
518,17015,IL,Carroll County,7,1798,Point(-89.1965 40.0417),12859995
519,19163,IA,Scott County,2,22602,Point(-93.496 42.0751),3046355
520,31049,NE,Deuel County,9,213,Point(-99.7951 41.5378),1896190
521,48145,TX,Falls County,6,3915,Point(-99.3312 31.4757),27469114
522,5005,AR,Baxter County,7,5144,Point(-92.4426 34.8938),2978204
523,39131,OH,Pike County,7,5660,Point(-82.7937 40.2862),11613423
524,16019,ID,Bonneville County,3,13072,Point(-114.613 44.3509),1654930
525,12007,FL,Bradford County,6,4392,Point(-82.4497 28.6305),20271272
526,19115,IA,Louisa County,8,1253,Point(-93.496 42.0751),3046355
527,21123,KY,Larue County,3,2312,Point(-85.3021 37.5347),4425092
528,21205,KY,Rowan County,7,5389,Point(-85.3021 37.5347),4425092
529,55033,WI,Dunn County,6,5164,Point(-89.9941 44.6243),5771337
530,16041,ID,Franklin County,3,1239,Point(-114.613 44.3509),1654930
531,48465,TX,Val Verde County,5,9703,Point(-99.3312 31.4757),27469114
532,27061,MN,Itasca County,6,5898,Point(-94.3053 46.2807),5489594
533,53013,WA,Columbia County,6,543,Point(-120.4472 47.3826),7170351
534,38089,ND,Stark County,7,2433,Point(-100.4659 47.4501),756927
535,21131,KY,Leslie County,9,3265,Point(-85.3021 37.5347),4425092
536,46009,SD,Bon Homme County,9,811,,1394928
537,50007,VT,Chittenden County,3,14667,Point(-72.6658 44.0687),626042
538,30017,MT,Custer County,7,1318,Point(-109.6333 47.0527),1032949
539,37037,NC,Chatham County,2,8384,Point(-79.5 35.5),10042802
540,1113,AL,Russell County,2,11108,Point(-86.8287 32.7794),4858979
541,34021,NJ,Mercer County,2,39066,Point(-74.6728 40.1907),8958013
542,48479,TX,Webb County,3,85150,Point(-99.3312 31.4757),27469114
543,39167,OH,Washington County,3,8100,Point(-82.7937 40.2862),11613423
544,16055,ID,Kootenai County,3,22165,Point(-114.613 44.3509),1654930
545,41061,OR,Union County,7,4058,Point(-120.5583 43.9336),4028977
546,36113,NY,Warren County,3,7479,Point(-75.5268 42.9538),19795791
547,18107,IN,Montgomery County,6,4157,Point(-86.2816 39.8942),6619680
548,13311,GA,White County,8,4030,Point(-83.437611111 32.662027777),10214860
549,47001,TN,Anderson County,2,10753,Point(-86.3505 35.858),6600299
550,26095,MI,Luce County,7,1092,Point(-85.4102 44.3467),9922576
551,19173,IA,Taylor County,9,751,Point(-93.496 42.0751),3046355
552,51127,VA,New Kent County,1,1202,Point(-78.8537 37.5215),8382993
553,54093,WV,Tucker County,9,1067,Point(-80.6227 38.6409),1844128
554,40045,OK,Ellis County,9,523,Point(-97.4943 35.5889),3911338
555,2020,AK,Anchorage Borough,2,21108,Point(-152.2782 64.0685),738432
556,48469,TX,Victoria County,3,12900,Point(-99.3312 31.4757),27469114
557,31163,NE,Sherman County,9,368,Point(-99.7951 41.5378),1896190
558,13111,GA,Fannin County,8,3485,Point(-83.437611111 32.662027777),10214860
559,39151,OH,Stark County,2,48072,Point(-82.7937 40.2862),11613423
560,35059,NM,Union County,9,705,Point(-106.1126 34.4071),2085109
561,21025,KY,Breathitt County,7,4466,Point(-85.3021 37.5347),4425092
562,19149,IA,Plymouth County,6,2091,Point(-93.496 42.0751),3046355
563,10005,DE,Sussex County,4,25212,Point(-75.505 38.9896),945934
564,6105,CA,Trinity County,8,2668,Point(-119.4696 37.1841),39144818
565,20125,KS,Montgomery County,5,5953,Point(-98.3804 38.4937),2911641
566,26165,MI,Wexford County,7,5812,Point(-85.4102 44.3467),9922576
567,20101,KS,Lane County,9,164,Point(-98.3804 38.4937),2911641
568,5011,AR,Bradley County,6,2544,Point(-92.4426 34.8938),2978204
569,26129,MI,Ogemaw County,9,3564,Point(-85.4102 44.3467),9922576
570,23017,ME,Oxford County,6,7565,Point(-69.2428 45.3695),1328361
571,28155,MS,Webster County,9,2002,Point(-89.6678 32.7364),2992333
572,39061,OH,Hamilton County,1,126002,Point(-82.7937 40.2862),11613423
573,42023,PA,Cameron County,7,655,Point(-77.7996 40.8781),12802503
574,13183,GA,Long County,3,3365,Point(-83.437611111 32.662027777),10214860
575,51775,VA,Salem city,2,2160,Point(-78.8537 37.5215),8382993
576,41029,OR,Jackson County,3,31189,Point(-120.5583 43.9336),4028977
577,18019,IN,Clark County,1,11983,Point(-86.2816 39.8942),6619680
578,36017,NY,Chenango County,6,7248,Point(-75.5268 42.9538),19795791
579,36093,NY,Schenectady County,2,17158,Point(-75.5268 42.9538),19795791
580,33011,NH,Hillsborough County,2,31972,Point(-71.5811 43.6805),1330608
581,21171,KY,Monroe County,9,2409,Point(-85.3021 37.5347),4425092
582,18077,IN,Jefferson County,6,4061,Point(-86.2816 39.8942),6619680
583,21169,KY,Metcalfe County,9,2244,Point(-85.3021 37.5347),4425092
584,26135,MI,Oscoda County,9,1522,Point(-85.4102 44.3467),9922576
585,12093,FL,Okeechobee County,4,7547,Point(-82.4497 28.6305),20271272
586,5059,AR,Hot Spring County,6,4541,Point(-92.4426 34.8938),2978204
587,27107,MN,Norman County,8,777,Point(-94.3053 46.2807),5489594
588,42071,PA,Lancaster County,2,56082,Point(-77.7996 40.8781),12802503
589,30071,MT,Phillips County,9,631,Point(-109.6333 47.0527),1032949
590,46025,SD,Clark County,9,398,,1394928
591,12103,FL,Pinellas County,1,125923,Point(-82.4497 28.6305),20271272
592,48365,TX,Panola County,6,3598,Point(-99.3312 31.4757),27469114
593,1059,AL,Franklin County,6,6272,Point(-86.8287 32.7794),4858979
594,48205,TX,Hartley County,9,452,Point(-99.3312 31.4757),27469114
595,1045,AL,Dale County,4,9936,Point(-86.8287 32.7794),4858979
596,22109,LA,Terrebonne Parish,3,23521,,3976322
597,32009,NV,Esmeralda County,9,117,Point(-116.6312 39.3289),2890845
598,35011,NM,DeBaca County,9,378,Point(-106.1126 34.4071),2085109
599,13079,GA,Crawford County,3,2355,Point(-83.437611111 32.662027777),10214860
600,42033,PA,Clearfield County,4,10543,Point(-77.7996 40.8781),12802503
601,13159,GA,Jasper County,1,2282,Point(-83.437611111 32.662027777),10214860
602,1087,AL,Macon County,6,5183,Point(-86.8287 32.7794),4858979
603,2240,AK,Southeast Fairbanks Census Area,8,804,Point(-152.2782 64.0685),738432
604,31159,NE,Seward County,2,1252,Point(-99.7951 41.5378),1896190
605,17043,IL,DuPage County,1,64330,Point(-89.1965 40.0417),12859995
606,28037,MS,Franklin County,9,1554,Point(-89.6678 32.7364),2992333
607,48359,TX,Oldham County,8,261,Point(-99.3312 31.4757),27469114
608,8085,CO,Montrose County,7,6716,Point(-105.5478 38.9972),5456574
609,25011,MA,Franklin County,2,6926,Point(-71.8083 42.2596),6794422
610,46021,SD,Campbell County,9,131,,1394928
611,18149,IN,Starke County,6,3694,Point(-86.2816 39.8942),6619680
612,53059,WA,Skamania County,1,1543,Point(-120.4472 47.3826),7170351
613,20011,KS,Bourbon County,6,2465,Point(-98.3804 38.4937),2911641
614,13307,GA,Webster County,8,539,Point(-83.437611111 32.662027777),10214860
615,48449,TX,Titus County,7,4749,Point(-99.3312 31.4757),27469114
616,54097,WV,Upshur County,7,4705,Point(-80.6227 38.6409),1844128
617,19005,IA,Allamakee County,6,1786,Point(-93.496 42.0751),3046355
618,47095,TN,Lake County,9,2151,Point(-86.3505 35.858),6600299
619,47163,TN,Sullivan County,3,25304,Point(-86.3505 35.858),6600299
620,41027,OR,Hood River County,6,2459,Point(-120.5583 43.9336),4028977
621,31155,NE,Saunders County,2,1524,Point(-99.7951 41.5378),1896190
622,38069,ND,Pierce County,7,522,Point(-100.4659 47.4501),756927
623,21101,KY,Henderson County,2,7739,Point(-85.3021 37.5347),4425092
624,31111,NE,Lincoln County,5,3272,Point(-99.7951 41.5378),1896190
625,20175,KS,Seward County,7,3017,Point(-98.3804 38.4937),2911641
626,26127,MI,Oceana County,8,4630,Point(-85.4102 44.3467),9922576
627,42121,PA,Venango County,4,7507,Point(-77.7996 40.8781),12802503
628,32011,NV,Eureka County,9,189,Point(-116.6312 39.3289),2890845
629,54031,WV,Hardy County,8,2096,Point(-80.6227 38.6409),1844128
630,21137,KY,Lincoln County,7,5499,Point(-85.3021 37.5347),4425092
631,6081,CA,San Mateo County,1,50438,Point(-119.4696 37.1841),39144818
632,15007,HI,Kauai County,5,5716,Point(-157.5 20.5),1431603
633,27057,MN,Hubbard County,7,2677,Point(-94.3053 46.2807),5489594
634,42017,PA,Bucks County,1,40872,Point(-77.7996 40.8781),12802503
635,18129,IN,Posey County,2,2192,Point(-86.2816 39.8942),6619680
636,51810,VA,Virginia Beach city,1,36494,Point(-78.8537 37.5215),8382993
637,39119,OH,Muskingum County,4,12435,Point(-82.7937 40.2862),11613423
638,42103,PA,Pike County,1,5397,Point(-77.7996 40.8781),12802503
639,48505,TX,Zapata County,6,4162,Point(-99.3312 31.4757),27469114
640,47039,TN,Decatur County,9,2164,Point(-86.3505 35.858),6600299
641,37193,NC,Wilkes County,6,11378,Point(-79.5 35.5),10042802
642,53067,WA,Thurston County,3,28354,Point(-120.4472 47.3826),7170351
643,34041,NJ,Warren County,2,8708,Point(-74.6728 40.1907),8958013
644,8065,CO,Lake County,7,1093,Point(-105.5478 38.9972),5456574
645,13283,GA,Treutlen County,7,1717,Point(-83.437611111 32.662027777),10214860
646,13285,GA,Troup County,4,13731,Point(-83.437611111 32.662027777),10214860
647,31055,NE,Douglas County,2,67359,Point(-99.7951 41.5378),1896190
648,27125,MN,Red Lake County,8,390,Point(-94.3053 46.2807),5489594
649,45009,SC,Bamberg County,7,3885,Point(-80.8964 33.9169),4896146
650,12073,FL,Leon County,2,52124,Point(-82.4497 28.6305),20271272
651,21061,KY,Edmonson County,3,2668,Point(-85.3021 37.5347),4425092
652,48053,TX,Burnet County,6,5181,Point(-99.3312 31.4757),27469114
653,47009,TN,Blount County,2,14401,Point(-86.3505 35.858),6600299
654,17125,IL,Mason County,6,1996,Point(-89.1965 40.0417),12859995
655,47105,TN,Loudon County,2,5414,Point(-86.3505 35.858),6600299
656,48393,TX,Roberts County,9,60,Point(-99.3312 31.4757),27469114
657,19073,IA,Greene County,6,998,Point(-93.496 42.0751),3046355
658,37177,NC,Tyrrell County,9,966,Point(-79.5 35.5),10042802
659,21173,KY,Montgomery County,6,4881,Point(-85.3021 37.5347),4425092
660,48115,TX,Dawson County,7,2508,Point(-99.3312 31.4757),27469114
661,5125,AR,Saline County,2,10160,Point(-92.4426 34.8938),2978204
662,48213,TX,Henderson County,4,13151,Point(-99.3312 31.4757),27469114
663,21121,KY,Knox County,7,12097,Point(-85.3021 37.5347),4425092
664,19097,IA,Jackson County,6,2497,Point(-93.496 42.0751),3046355
665,41033,OR,Josephine County,4,15239,Point(-120.5583 43.9336),4028977
666,35015,NM,Eddy County,5,8674,Point(-106.1126 34.4071),2085109
667,55065,WI,Lafayette County,8,1937,Point(-89.9941 44.6243),5771337
668,29151,MO,Osage County,3,1139,Point(-92.458 38.3566),6083672
669,29111,MO,Lewis County,9,1590,Point(-92.458 38.3566),6083672
670,29213,MO,Taney County,6,9006,Point(-92.458 38.3566),6083672
671,45063,SC,Lexington County,2,33254,Point(-80.8964 33.9169),4896146
672,6077,CA,San Joaquin County,2,105268,Point(-119.4696 37.1841),39144818
