d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,population,short name
2083,40009,OK,Beckham County,7,3515,3911338,OK
2084,12023,FL,Columbia County,6,11449,20271272,Fla.
2085,27151,MN,Swift County,7,942,5489594,MN
2086,31153,NE,Sarpy County,2,10294,1896190,NE
2087,21199,KY,Pulaski County,5,11876,4425092,KY
2088,12055,FL,Highlands County,4,19035,20271272,Fla.
2089,5083,AR,Logan County,6,3867,2978204,AR
2090,51163,VA,Rockbridge County,6,2735,8382993,VA
2091,22001,LA,Acadia Parish,4,14228,3976322,LA
2092,19131,IA,Mitchell County,7,1064,3046355,IA
2093,20169,KS,Saline County,5,6426,2911641,KS
2094,48125,TX,Dickens County,8,406,27469114,ustx
2095,17145,IL,Perry County,7,2953,12859995,IL
2096,21031,KY,Butler County,8,2234,4425092,KY
2097,47061,TN,Grundy County,8,2969,6600299,TN
2098,48237,TX,Jack County,6,1315,27469114,ustx
2099,49017,UT,Garfield County,9,524,2763885,UT
2100,36115,NY,Washington County,3,6479,19795791,N.Y.
2101,51840,VA,Winchester city,3,3966,8382993,VA
2102,24035,MD,Queen Anne's County,1,3528,6006401,Md.
2103,38013,ND,Burke County,9,196,756927,ND
2104,1049,AL,DeKalb County,6,14362,4858979,AL
2105,54007,WV,Braxton County,8,2998,1844128,WV
2106,40003,OK,Alfalfa County,9,750,3911338,OK
2107,40107,OK,Okfuskee County,6,2792,3911338,OK
2108,46109,SD,Roberts County,9,1801,1394928,
2109,19185,IA,Wayne County,9,1134,3046355,IA
2110,51015,VA,Augusta County,4,6590,8382993,VA
2111,20113,KS,McPherson County,6,2704,2911641,KS
2112,53047,WA,Okanogan County,6,8082,7170351,Wash.
2113,55129,WI,Washburn County,6,1953,5771337,WI
2114,13007,GA,Baker County,3,871,10214860,GA
2115,48219,TX,Hockley County,6,3817,27469114,ustx
2116,42131,PA,Wyoming County,2,3021,12802503,PA
2117,40127,OK,Pushmataha County,9,2402,3911338,OK
2118,20109,KS,Logan County,9,275,2911641,KS
2119,48367,TX,Parker County,1,11838,27469114,ustx
2120,55031,WI,Douglas County,2,5733,5771337,WI
2121,27049,MN,Goodhue County,4,3513,5489594,MN
2122,37101,NC,Johnston County,2,25065,10042802,NC
2123,20107,KS,Linn County,1,1569,2911641,KS
2124,16043,ID,Fremont County,6,2062,1654930,ID
2125,36065,NY,Oneida County,2,35553,19795791,N.Y.
2126,48047,TX,Brooks County,6,2299,27469114,ustx
2127,30107,MT,Wheatland County,9,390,1032949,MT
2128,41039,OR,Lane County,2,66339,4028977,OR
2129,35006,NM,Cibola County,6,6712,2085109,NM
2130,28071,MS,Lafayette County,6,9851,2992333,MS
2131,51620,VA,Franklin city,6,1491,8382993,VA
2132,21053,KY,Clinton County,9,2538,4425092,KY
2133,37089,NC,Henderson County,2,13707,10042802,NC
2134,46007,SD,Bennett County,9,1159,1394928,
2135,5041,AR,Desha County,6,3125,2978204,AR
2136,47073,TN,Hawkins County,3,10717,6600299,TN
2137,27079,MN,Le Sueur County,6,2289,5489594,MN
2138,12083,FL,Marion County,2,58992,20271272,Fla.
2139,19089,IA,Howard County,7,900,3046355,IA
2140,30095,MT,Stillwater County,8,784,1032949,MT
2141,20205,KS,Wilson County,7,1402,2911641,KS
2142,12095,FL,Orange County,1,209800,20271272,Fla.
2143,12063,FL,Jackson County,6,9045,20271272,Fla.
2144,40069,OK,Johnston County,7,2355,3911338,OK
2145,48289,TX,Leon County,8,3090,27469114,ustx
2146,18041,IN,Fayette County,7,4071,6619680,IN
2147,40075,OK,Kiowa County,6,1981,3911338,OK
2148,1021,AL,Chilton County,1,7960,4858979,AL
2149,48025,TX,Bee County,4,6798,27469114,ustx
2150,39159,OH,Union County,1,3194,11613423,OH
2151,36025,NY,Delaware County,6,7613,19795791,N.Y.
2152,19021,IA,Buena Vista County,7,2338,3046355,IA
2153,51165,VA,Rockingham County,3,7575,8382993,VA
2154,4007,AZ,Gila County,4,10678,6828065,AZ
2155,5047,AR,Franklin County,2,3103,2978204,AR
2156,45077,SC,Pickens County,2,17297,4896146,SC
2157,54101,WV,Webster County,9,2564,1844128,WV
2158,37033,NC,Caswell County,8,4265,10042802,NC
2159,47169,TN,Trousdale County,1,1244,6600299,TN
2160,37097,NC,Iredell County,4,18166,10042802,NC
2161,42027,PA,Centre County,3,24173,12802503,PA
2162,36087,NY,Rockland County,1,46260,19795791,N.Y.
2163,31021,NE,Burt County,8,683,1896190,NE
2164,13273,GA,Terrell County,3,2695,10214860,GA
2165,36071,NY,Orange County,2,46624,19795791,N.Y.
2166,26105,MI,Mason County,7,4355,9922576,MI
2167,20137,KS,Norton County,7,640,2911641,KS
2168,22027,LA,Claiborne Parish,7,4593,3976322,LA
2169,13077,GA,Coweta County,1,13867,10214860,GA
2170,20081,KS,Haskell County,9,402,2911641,KS
2171,44003,RI,Kent County,1,15726,1056298,R.I.
2172,13193,GA,Macon County,6,3701,10214860,GA
2173,38103,ND,Wells County,9,419,756927,ND
2174,42091,PA,Montgomery County,1,49697,12802503,PA
2175,31089,NE,Holt County,7,1063,1896190,NE
2176,45019,SC,Charleston County,2,57691,4896146,SC
2177,28153,MS,Wayne County,7,5145,2992333,MS
2178,24033,MD,Prince George's County,1,81629,6006401,Md.
2179,31043,NE,Dakota County,3,2405,1896190,NE
2180,51187,VA,Warren County,1,3922,8382993,VA
2181,37173,NC,Swain County,8,2357,10042802,NC
2182,40053,OK,Grant County,9,581,3911338,OK
2183,19075,IA,Grundy County,3,768,3046355,IA
2184,38027,ND,Eddy County,9,229,756927,ND
2185,54025,WV,Greenbrier County,7,5520,1844128,WV
2186,26047,MI,Emmet County,7,3841,9922576,MI
2187,49029,UT,Morgan County,2,493,2763885,UT
2188,48439,TX,Tarrant County,1,270348,27469114,ustx
2189,21119,KY,Knott County,9,5659,4425092,KY
2190,37009,NC,Ashe County,9,4307,10042802,NC
2191,17053,IL,Ford County,3,1472,12859995,IL
2192,27021,MN,Cass County,9,4445,5489594,MN
2193,54059,WV,Mingo County,6,6902,1844128,WV
2194,40023,OK,Choctaw County,7,3922,3911338,OK
2195,48117,TX,Deaf Smith County,6,3177,27469114,ustx
2196,34009,NJ,Cape May County,3,10964,8958013,NJ
2197,55085,WI,Oneida County,7,3352,5771337,WI
2198,5051,AR,Garland County,3,17037,2978204,AR
2199,2122,AK,Kenai Peninsula Borough,7,6835,738432,AK
2200,39031,OH,Coshocton County,6,4581,11613423,OH
2201,18067,IN,Howard County,3,12011,6619680,IN
2202,27013,MN,Blue Earth County,5,9397,5489594,MN
2203,36059,NY,Nassau County,1,82192,19795791,N.Y.
2204,46103,SD,Pennington County,3,15515,1394928,
2205,48173,TX,Glasscock County,8,114,27469114,ustx
2206,27129,MN,Renville County,9,1412,5489594,MN
2207,36067,NY,Onondaga County,2,65822,19795791,N.Y.
2208,27023,MN,Chippewa County,7,1066,5489594,MN
2209,54037,WV,Jefferson County,1,5563,1844128,WV
2210,51003,VA,Albemarle County,3,8524,8382993,VA
2211,12121,FL,Suwannee County,6,8244,20271272,Fla.
2212,37049,NC,Craven County,5,15047,10042802,NC
2213,12039,FL,Gadsden County,2,8906,20271272,Fla.
2214,46015,SD,Brule County,9,652,1394928,
2215,46115,SD,Spink County,7,676,1394928,
2216,30025,MT,Fallon County,9,262,1032949,MT
2217,22023,LA,Cameron Parish,3,841,3976322,LA
2218,53021,WA,Franklin County,3,12972,7170351,Wash.
2219,37119,NC,Mecklenburg County,1,127889,10042802,NC
2220,46035,SD,Davison County,7,2069,1394928,
2221,54081,WV,Raleigh County,4,12684,1844128,WV
2222,27069,MN,Kittson County,9,466,5489594,MN
2223,12011,FL,Broward County,1,256027,20271272,Fla.
2224,30055,MT,McCone County,9,261,1032949,MT
2225,48089,TX,Colorado County,6,2985,27469114,ustx
2226,39047,OH,Fayette County,6,4489,11613423,OH
2227,41035,OR,Klamath County,5,12408,4028977,OR
2228,31051,NE,Dixon County,3,480,1896190,NE
2229,37117,NC,Martin County,6,5175,10042802,NC
2230,8041,CO,El Paso County,2,76997,5456574,Colo.
2231,47087,TN,Jackson County,8,2479,6600299,TN
2232,39005,OH,Ashland County,4,6235,11613423,OH
2233,17201,IL,Winnebago County,2,43858,12859995,IL
2234,20039,KS,Decatur County,9,404,2911641,KS
2235,38085,ND,Sioux County,8,1543,756927,ND
2236,5065,AR,Izard County,9,2492,2978204,AR
2237,37067,NC,Forsyth County,2,62994,10042802,NC
2238,36013,NY,Chautauqua County,4,23921,19795791,N.Y.
2239,29195,MO,Saline County,6,3436,6083672,MO
2240,12009,FL,Brevard County,2,84028,20271272,Fla.
2241,17129,IL,Menard County,3,1191,12859995,IL
2242,40025,OK,Cimarron County,9,381,3911338,OK
2243,56007,WY,Carbon County,7,1787,586107,WY
2244,16027,ID,Canyon County,2,31525,1654930,ID
2245,40125,OK,Pottawatomie County,4,12400,3911338,OK
2246,5013,AR,Calhoun County,9,847,2978204,AR
2247,13303,GA,Washington County,7,5063,10214860,GA
2248,6087,CA,Santa Cruz County,2,35339,39144818,Cal.
2249,18065,IN,Henry County,4,7244,6619680,IN
2250,48051,TX,Burleson County,3,2519,27469114,ustx
2251,54029,WV,Hancock County,3,3876,1844128,WV
2252,28077,MS,Lawrence County,8,2502,2992333,MS
2253,47037,TN,Davidson County,1,99415,6600299,TN
2254,47173,TN,Union County,2,4204,6600299,TN
2255,28127,MS,Simpson County,2,6095,2992333,MS
2256,51029,VA,Buckingham County,8,2613,8382993,VA
2257,19127,IA,Marshall County,4,4755,3046355,IA
2258,6025,CA,Imperial County,3,40601,39144818,Cal.
2259,28139,MS,Tippah County,7,5409,2992333,MS
2260,20129,KS,Morton County,9,342,2911641,KS
2261,38075,ND,Renville County,9,205,756927,ND
2262,30075,MT,Powder River County,9,183,1032949,MT
2263,5023,AR,Cleburne County,6,4047,2978204,AR
2264,17113,IL,McLean County,3,20429,12859995,IL
2265,36097,NY,Schuyler County,6,2684,19795791,N.Y.
2266,1007,AL,Bibb County,1,4099,4858979,AL
2267,2090,AK,Fairbanks North Star Borough,3,8144,738432,AK
2268,32031,NV,Washoe County,2,56064,2890845,NV
2269,13173,GA,Lanier County,3,2316,10214860,GA
2270,1011,AL,Bullock County,6,2841,4858979,AL
2271,26043,MI,Dickinson County,5,3195,9922576,MI
2272,20075,KS,Hamilton County,9,341,2911641,KS
2273,6095,CA,Solano County,2,48701,39144818,Cal.
2274,21153,KY,Magoffin County,9,3993,4425092,KY
2275,8007,CO,Archuleta County,7,1523,5456574,Colo.
2276,46071,SD,Jackson County,8,1011,1394928,
2277,22107,LA,Tensas Parish,9,1444,3976322,LA
2278,48231,TX,Hunt County,1,14584,27469114,ustx
2279,29099,MO,Jefferson County,1,22484,6083672,MO
2280,30027,MT,Fergus County,7,1619,1032949,MT
2281,51550,VA,Chesapeake city,1,20071,8382993,VA
2282,47033,TN,Crockett County,8,2491,6600299,TN
2283,48295,TX,Lipscomb County,9,426,27469114,ustx
2284,38011,ND,Bowman County,9,262,756927,ND
2285,47083,TN,Houston County,8,1413,6600299,TN
2286,37183,NC,Wake County,2,94001,10042802,NC
2287,33007,NH,Coos County,7,4072,1330608,NH
2288,26161,MI,Washtenaw County,2,49933,9922576,MI
2289,29129,MO,Mercer County,9,498,6083672,MO
2290,17067,IL,Hancock County,7,2186,12859995,IL
2291,47005,TN,Benton County,7,2831,6600299,TN
2292,29033,MO,Carroll County,6,1462,6083672,MO
2293,5009,AR,Boone County,7,5670,2978204,AR
2294,42075,PA,Lebanon County,3,13361,12802503,PA
2295,46041,SD,Dewey County,9,1571,1394928,
2296,22125,LA,West Feliciana Parish,2,2372,3976322,LA
2297,48119,TX,Delta County,1,953,27469114,ustx
2298,6103,CA,Tehama County,4,13060,39144818,Cal.
2299,1133,AL,Winston County,6,4061,4858979,AL
2300,51041,VA,Chesterfield County,1,23468,8382993,VA
2301,39071,OH,Highland County,6,8410,11613423,OH
2302,40135,OK,Sequoyah County,2,7978,3911338,OK
2303,13313,GA,Whitfield County,3,16688,10214860,GA
2304,5039,AR,Dallas County,6,1464,2978204,AR
2305,40017,OK,Canadian County,1,11232,3911338,OK
2306,26059,MI,Hillsdale County,6,6395,9922576,MI
2307,48169,TX,Garza County,6,1290,27469114,ustx
2308,37185,NC,Warren County,8,4999,10042802,NC
2309,48121,TX,Denton County,1,65057,27469114,ustx
2310,47031,TN,Coffee County,4,7705,6600299,TN
2311,39077,OH,Huron County,4,7043,11613423,OH
2312,13209,GA,Montgomery County,9,1898,10214860,GA
2313,31013,NE,Box Butte County,7,1269,1896190,NE
2314,50003,VT,Bennington County,6,4815,626042,VT
2315,46043,SD,Douglas County,9,309,1394928,
2316,47189,TN,Wilson County,1,10632,6600299,TN
2317,34013,NJ,Essex County,1,126492,8958013,NJ
2318,20073,KS,Greenwood County,6,895,2911641,KS
2319,30109,MT,Wibaux County,9,116,1032949,MT
2320,21079,KY,Garrard County,6,2784,4425092,KY
2321,21087,KY,Green County,8,2223,4425092,KY
2322,20001,KS,Allen County,7,1907,2911641,KS
2323,27055,MN,Houston County,3,1585,5489594,MN
2324,45039,SC,Fairfield County,2,4715,4896146,SC
2325,12099,FL,Palm Beach County,1,178918,20271272,Fla.
2326,40001,OK,Adair County,6,6347,3911338,OK
2327,1055,AL,Etowah County,3,17624,4858979,AL
2328,13185,GA,Lowndes County,3,23936,10214860,GA
2329,13291,GA,Union County,9,3483,10214860,GA
2330,18069,IN,Huntington County,6,3880,6619680,IN
2331,1111,AL,Randolph County,6,4839,4858979,AL
2332,17099,IL,La Salle County,4,14193,12859995,IL
2333,8125,CO,Yuma County,7,1207,5456574,Colo.
2334,48427,TX,Starr County,4,25257,27469114,ustx
2335,26103,MI,Marquette County,5,9419,9922576,MI
2336,48485,TX,Wichita County,3,20099,27469114,ustx
2337,17071,IL,Henderson County,9,794,12859995,IL
2338,39037,OH,Darke County,6,5438,11613423,OH
2339,26111,MI,Midland County,4,7771,9922576,MI
2340,21125,KY,Laurel County,7,13782,4425092,KY
2341,12045,FL,Gulf County,6,2958,20271272,Fla.
2342,1095,AL,Marshall County,4,19703,4858979,AL
2343,5001,AR,Arkansas County,6,3237,2978204,AR
2344,21185,KY,Oldham County,1,3582,4425092,KY
2345,42097,PA,Northumberland County,4,12924,12802503,PA
2346,42047,PA,Elk County,7,3025,12802503,PA
2347,22075,LA,Plaquemines Parish,1,3575,3976322,LA
2348,47151,TN,Scott County,6,4755,6600299,TN
2349,42117,PA,Tioga County,6,5289,12802503,PA
2350,36029,NY,Erie County,1,126912,19795791,N.Y.
2351,32027,NV,Pershing County,8,847,2890845,NV
2352,21229,KY,Washington County,8,1851,4425092,KY
2353,37169,NC,Stokes County,2,5664,10042802,NC
2354,13287,GA,Turner County,6,2329,10214860,GA
2355,42085,PA,Mercer County,2,17133,12802503,PA
2356,28067,MS,Jones County,4,13630,2992333,MS
2357,53045,WA,Mason County,6,8830,7170351,Wash.
2358,17029,IL,Coles County,5,9348,12859995,IL
2359,29025,MO,Caldwell County,1,1121,6083672,MO
2360,47081,TN,Hickman County,1,4754,6600299,TN
2361,1121,AL,Talladega County,4,13864,4858979,AL
2362,51131,VA,Northampton County,9,2418,8382993,VA
2363,17165,IL,Saline County,7,4795,12859995,IL
2364,4003,AZ,Cochise County,4,25424,6828065,AZ
2365,17155,IL,Putnam County,8,448,12859995,IL
2366,37007,NC,Anson County,1,5716,10042802,NC
2367,8081,CO,Moffat County,7,1676,5456574,Colo.
2368,31143,NE,Polk County,9,408,1896190,NE
2369,12089,FL,Nassau County,1,8242,20271272,Fla.
2370,20035,KS,Cowley County,4,4706,2911641,KS
2371,37103,NC,Jones County,8,2088,10042802,NC
2372,38021,ND,Dickey County,9,527,756927,ND
2373,47003,TN,Bedford County,6,6885,6600299,TN
2374,18139,IN,Rush County,6,2277,6619680,IN
2375,40067,OK,Jefferson County,8,1346,3911338,OK
2376,48457,TX,Tyler County,6,3548,27469114,ustx
2377,1085,AL,Lowndes County,2,3252,4858979,AL
2378,40097,OK,Mayes County,6,7066,3911338,OK
2379,6047,CA,Merced County,3,53417,39144818,Cal.
2380,28157,MS,Wilkinson County,8,2798,2992333,MS
2381,39127,OH,Perry County,6,6029,11613423,OH
2382,2016,AK,Aleutians West Census Area,7,438,738432,AK
2383,36107,NY,Tioga County,2,6141,19795791,N.Y.
2384,47137,TN,Pickett County,9,856,6600299,TN
2385,41059,OR,Umatilla County,5,11369,4028977,OR
2386,5063,AR,Independence County,7,5727,2978204,AR
2387,19027,IA,Carroll County,7,1762,3046355,IA
2388,40111,OK,Okmulgee County,2,7817,3911338,OK
2389,40007,OK,Beaver County,9,614,3911338,OK
2390,18135,IN,Randolph County,6,3801,6619680,IN
2391,15001,HI,Hawaii County,5,29962,1431603,HI
2392,21065,KY,Estill County,6,3852,4425092,KY
2393,46089,SD,McPherson County,9,340,1394928,
2394,5119,AR,Pulaski County,2,66302,2978204,AR
2395,8017,CO,Cheyenne County,9,252,5456574,Colo.
2396,27047,MN,Freeborn County,7,3267,5489594,MN
2397,38067,ND,Pembina County,9,629,756927,ND
2398,13131,GA,Grady County,6,5169,10214860,GA
2399,27101,MN,Murray County,9,757,5489594,MN
2400,40041,OK,Delaware County,6,7294,3911338,OK
2401,27043,MN,Faribault County,7,1584,5489594,MN
2402,55001,WI,Adams County,8,2624,5771337,WI
2403,40051,OK,Grady County,1,7032,3911338,OK
2404,13107,GA,Emanuel County,7,5911,10214860,GA
2405,39171,OH,Williams County,7,3496,11613423,OH
2406,16065,ID,Madison County,6,9274,1654930,ID
2407,48141,TX,El Paso County,2,186707,27469114,ustx
2408,51111,VA,Lunenburg County,9,2231,8382993,VA
2409,36053,NY,Madison County,2,7421,19795791,N.Y.
2410,18143,IN,Scott County,6,3690,6619680,IN
2411,13013,GA,Barrow County,1,9888,10214860,GA
2412,6109,CA,Tuolumne County,4,7781,39144818,Cal.
2413,48421,TX,Sherman County,9,397,27469114,ustx
2414,38001,ND,Adams County,9,216,756927,ND
2415,8055,CO,Huerfano County,6,1425,5456574,Colo.
2416,18159,IN,Tipton County,3,1268,6619680,IN
2417,40081,OK,Lincoln County,1,5477,3911338,OK
2418,13113,GA,Fayette County,1,6671,10214860,GA
2419,17169,IL,Schuyler County,7,823,12859995,IL
2420,8019,CO,Clear Creek County,1,753,5456574,Colo.
2421,40153,OK,Woodward County,7,2451,3911338,OK
2422,29197,MO,Schuyler County,9,852,6083672,MO
2423,40035,OK,Craig County,6,2423,3911338,OK
2424,39089,OH,Licking County,1,19680,11613423,OH
2425,48447,TX,Throckmorton County,9,228,27469114,ustx
2426,48343,TX,Morris County,6,2489,27469114,ustx
2427,51107,VA,Loudoun County,1,13511,8382993,VA
2428,13135,GA,Gwinnett County,1,102033,10214860,GA
2429,28149,MS,Warren County,4,11200,2992333,MS
2430,18051,IN,Gibson County,2,3532,6619680,IN
2431,47175,TN,Van Buren County,9,1063,6600299,TN
2432,48441,TX,Taylor County,3,22228,27469114,ustx
2433,39023,OH,Clark County,3,20643,11613423,OH
2434,37035,NC,Catawba County,2,19537,10042802,NC
2435,22123,LA,West Carroll Parish,9,2535,3976322,LA
2436,2170,AK,Matanuska-Susitna Borough,2,9641,738432,AK
2437,48499,TX,Wood County,6,5559,27469114,ustx
2438,28131,MS,Stone County,3,3367,2992333,MS
2439,37019,NC,Brunswick County,2,17406,10042802,NC
2440,31041,NE,Custer County,7,1236,1896190,NE
2441,38033,ND,Golden Valley County,9,173,756927,ND
2442,13189,GA,McDuffie County,2,4824,10214860,GA
2443,13275,GA,Thomas County,4,9359,10214860,GA
2444,13047,GA,Catoosa County,2,8505,10214860,GA
2445,13005,GA,Bacon County,7,2524,10214860,GA
2446,48061,TX,Cameron County,2,121665,27469114,ustx
2447,40055,OK,Greer County,7,1295,3911338,OK
2448,30083,MT,Richland County,7,859,1032949,MT
2449,54005,WV,Boone County,2,5466,1844128,WV
2450,17199,IL,Williamson County,5,10423,12859995,IL
2451,26031,MI,Cheboygan County,7,4486,9922576,MI
2452,1125,AL,Tuscaloosa County,3,34384,4858979,AL
2453,19139,IA,Muscatine County,4,4540,3046355,IA
2454,51135,VA,Nottoway County,6,3042,8382993,VA
2455,48153,TX,Floyd County,6,1339,27469114,ustx
2456,26075,MI,Jackson County,3,20352,9922576,MI
2457,6085,CA,Santa Clara County,1,175627,39144818,Cal.
2458,40137,OK,Stephens County,4,7254,3911338,OK
2459,12117,FL,Seminole County,1,51750,20271272,Fla.
2460,36005,NY,Bronx County,1,405516,19795791,N.Y.
2461,48277,TX,Lamar County,4,9751,27469114,ustx
2462,54027,WV,Hampshire County,3,3585,1844128,WV
2463,48403,TX,Sabine County,9,1779,27469114,ustx
2464,50019,VT,Orleans County,7,4029,626042,VT
2465,1019,AL,Cherokee County,8,4273,4858979,AL
2466,37121,NC,Mitchell County,9,2444,10042802,NC
2467,36033,NY,Franklin County,5,8235,19795791,N.Y.
2468,18035,IN,Delaware County,3,23202,6619680,IN
2469,8031,CO,Denver County,1,95232,5456574,Colo.
2470,30051,MT,Liberty County,9,467,1032949,MT
2471,13015,GA,Bartow County,1,15442,10214860,GA
2472,29211,MO,Sullivan County,9,1049,6083672,MO
2473,20085,KS,Jackson County,3,1173,2911641,KS
2474,38105,ND,Williams County,7,2292,756927,ND
2475,47185,TN,White County,7,4624,6600299,TN
2476,25027,MA,Worcester County,2,75902,6794422,MA
2477,37125,NC,Moore County,4,10766,10042802,NC
2478,18097,IN,Marion County,1,173996,6619680,IN
2479,1081,AL,Lee County,3,28139,4858979,AL
2480,19171,IA,Tama County,6,2063,3046355,IA
2481,13319,GA,Wilkinson County,8,1875,10214860,GA
2482,48223,TX,Hopkins County,6,5492,27469114,ustx
2483,27127,MN,Redwood County,7,1359,5489594,MN
2484,22077,LA,Pointe Coupee Parish,2,4332,3976322,LA
2485,21089,KY,Greenup County,2,6131,4425092,KY
2486,12115,FL,Sarasota County,2,43904,20271272,Fla.
2487,17157,IL,Randolph County,6,3850,12859995,IL
2488,12086,FL,Miami-Dade County,1,487700,20271272,Fla.
2489,20171,KS,Scott County,7,370,2911641,KS
2490,27091,MN,Martin County,7,2363,5489594,MN
2491,21097,KY,Harrison County,6,2820,4425092,KY
2492,13179,GA,Liberty County,3,9184,10214860,GA
2493,28003,MS,Alcorn County,7,6175,2992333,MS
2494,48453,TX,Travis County,1,143948,27469114,ustx
2495,29145,MO,Newton County,3,8251,6083672,MO
2496,26063,MI,Huron County,7,4409,9922576,MI
2497,39115,OH,Morgan County,6,2714,11613423,OH
2498,29157,MO,Perry County,7,1941,6083672,MO
2499,48385,TX,Real County,9,609,27469114,ustx
2500,26051,MI,Gladwin County,6,4459,9922576,MI
2501,31103,NE,Keya Paha County,9,127,1896190,NE
2502,26055,MI,Grand Traverse County,5,8985,9922576,MI
2503,51510,VA,Alexandria city,1,16096,8382993,VA
2504,2150,AK,Kodiak Island Borough,7,991,738432,AK
2505,23003,ME,Aroostook County,7,10804,1328361,ME
2506,19063,IA,Emmet County,7,1002,3046355,IA
2507,36061,NY,New York County,1,274651,19795791,N.Y.
2508,41037,OR,Lake County,7,1122,4028977,OR
2509,48471,TX,Walker County,4,12123,27469114,ustx
2510,39137,OH,Putnam County,6,2796,11613423,OH
2511,5055,AR,Greene County,6,6709,2978204,AR
2512,22067,LA,Morehouse Parish,6,7237,3976322,LA
2513,20103,KS,Leavenworth County,1,6464,2911641,KS
2514,20093,KS,Kearny County,9,444,2911641,KS
2515,19081,IA,Hancock County,7,947,3046355,IA
2516,29109,MO,Lawrence County,6,5613,6083672,MO
2517,25007,MA,Dukes County,7,1302,6794422,MA
2518,13249,GA,Schley County,8,942,10214860,GA
2519,55115,WI,Shawano County,6,4794,5771337,WI
2520,46081,SD,Lawrence County,6,2907,1394928,
2521,38025,ND,Dunn County,9,420,756927,ND
2522,47025,TN,Claiborne County,6,7735,6600299,TN
2523,37149,NC,Polk County,8,2912,10042802,NC
2524,27153,MN,Todd County,6,2978,5489594,MN
2525,20025,KS,Clark County,9,231,2911641,KS
2526,19091,IA,Humboldt County,7,928,3046355,IA
2527,55021,WI,Columbia County,2,4561,5771337,WI
2528,48013,TX,Atascosa County,1,7867,27469114,ustx
2529,31071,NE,Garfield County,9,249,1896190,NE
2530,48355,TX,Nueces County,2,53441,27469114,ustx
2531,48323,TX,Maverick County,5,13759,27469114,ustx
2532,48227,TX,Howard County,5,5478,27469114,ustx
2533,17127,IL,Massac County,7,2972,12859995,IL
2534,5133,AR,Sevier County,7,3465,2978204,AR
2535,1077,AL,Lauderdale County,3,13739,4858979,AL
2536,54009,WV,Brooke County,3,2955,1844128,WV
2537,18045,IN,Fountain County,6,2145,6619680,IN
2538,2290,AK,Yukon-Koyukuk Census Area,8,1266,738432,AK
2539,55091,WI,Pepin County,8,823,5771337,WI
2540,24039,MD,Somerset County,3,4992,6006401,Md.
2541,48147,TX,Fannin County,6,5015,27469114,ustx
2542,48377,TX,Presidio County,7,1677,27469114,ustx
2543,36011,NY,Cayuga County,4,9236,19795791,N.Y.
2544,22097,LA,St. Landry Parish,4,21994,3976322,LA
2545,27033,MN,Cottonwood County,7,1346,5489594,MN
2546,6071,CA,San Bernardino County,1,369012,39144818,Cal.
2547,13261,GA,Sumter County,6,8290,10214860,GA
2548,31065,NE,Furnas County,9,656,1896190,NE
2549,13239,GA,Quitman County,9,632,10214860,GA
2550,48159,TX,Franklin County,8,1659,27469114,ustx
2551,36069,NY,Ontario County,1,10240,19795791,N.Y.
2552,27161,MN,Waseca County,7,1661,5489594,MN
2553,29085,MO,Hickory County,8,1767,6083672,MO
2554,46063,SD,Harding County,9,143,1394928,
2555,51071,VA,Giles County,3,2032,8382993,VA
2556,39079,OH,Jackson County,7,5780,11613423,OH
2557,29127,MO,Marion County,5,4000,6083672,MO
2558,25013,MA,Hampden County,2,74898,6794422,MA
2559,28043,MS,Grenada County,7,4720,2992333,MS
2560,41031,OR,Jefferson County,6,3838,4028977,OR
2561,48241,TX,Jasper County,6,6652,27469114,ustx
2562,31057,NE,Dundy County,9,223,1896190,NE
2563,24023,MD,Garrett County,6,3692,6006401,Md.
2564,29131,MO,Miller County,6,4040,6083672,MO
2565,48045,TX,Briscoe County,9,226,27469114,ustx
2566,20143,KS,Ottawa County,9,618,2911641,KS
2567,18119,IN,Owen County,3,2827,6619680,IN
2568,6107,CA,Tulare County,2,112387,39144818,Cal.
2569,18083,IN,Knox County,4,5952,6619680,IN
2570,56029,WY,Park County,7,3173,586107,WY
2571,22099,LA,St. Martin Parish,3,9830,3976322,LA
2572,53039,WA,Klickitat County,6,3269,7170351,Wash.
2573,47047,TN,Fayette County,1,5655,6600299,TN
2574,24047,MD,Worcester County,4,5792,6006401,Md.
2575,21157,KY,Marshall County,7,3734,4425092,KY
2576,40063,OK,Hughes County,7,2978,3911338,OK
2577,21151,KY,Madison County,4,17680,4425092,KY
2578,22121,LA,West Baton Rouge Parish,2,4231,3976322,LA
2579,29031,MO,Cape Girardeau County,5,11371,6083672,MO
2580,48149,TX,Fayette County,6,2750,27469114,ustx
2581,20005,KS,Atchison County,6,2398,2911641,KS
2582,5075,AR,Lawrence County,6,3207,2978204,AR
2583,55067,WI,Langlade County,6,2681,5771337,WI
2584,19135,IA,Monroe County,7,968,3046355,IA
2585,18053,IN,Grant County,4,12585,6619680,IN
2586,53049,WA,Pacific County,7,3578,7170351,Wash.
2587,47161,TN,Stewart County,3,2144,6600299,TN
2588,8049,CO,Grand County,8,1220,5456574,Colo.
2589,2100,AK,Haines Borough,9,257,738432,AK
2590,47141,TN,Putnam County,4,14046,6600299,TN
2591,13027,GA,Brooks County,3,3854,10214860,GA
2592,48297,TX,Live Oak County,6,1874,27469114,ustx
