d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,shares border with
2581,20005,KS,Atchison County,6,2398,7
2582,5075,AR,Lawrence County,6,3207,6
2583,55067,WI,Langlade County,6,2681,7
2584,19135,IA,Monroe County,7,968,2
2585,18053,IN,Grant County,4,12585,8
2586,53049,WA,Pacific County,7,3578,4
2587,47161,TN,Stewart County,3,2144,7
2588,8049,CO,Grand County,8,1220,6
2589,2100,AK,Haines Borough,9,257,2
2590,47141,TN,Putnam County,4,14046,7
2591,13027,GA,Brooks County,3,3854,6
2592,48297,TX,Live Oak County,6,1874,7
2593,41045,OR,Malheur County,6,6222,7
2594,51683,VA,Manassas city,1,3980,
2595,13029,GA,Bryan County,2,3456,7
2596,27115,MN,Pine County,6,3306,8
2597,48203,TX,Harrison County,4,11328,3
2598,37039,NC,Cherokee County,9,5057,7
2599,17013,IL,Calhoun County,1,585,2
2600,39145,OH,Scioto County,4,16051,6
2601,26143,MI,Roscommon County,7,4129,2
2602,35061,NM,Valencia County,2,13746,4
2603,19179,IA,Wapello County,5,5634,3
2604,55003,WI,Ashland County,7,2179,8
2605,45033,SC,Dillon County,6,7757,6
2606,29143,MO,New Madrid County,7,4381,7
2607,1073,AL,Jefferson County,1,98463,6
2608,48257,TX,Kaufman County,1,13328,6
2609,40037,OK,Creek County,2,10895,6
2610,48319,TX,Mason County,9,543,5
2611,20191,KS,Sumner County,2,3091,28
2612,29187,MO,St. Francois County,4,9726,6
2613,22031,LA,De Soto Parish,2,5669,1
2614,42003,PA,Allegheny County,1,137017,5
2615,47165,TN,Sumner County,1,17288,28
2616,37017,NC,Bladen County,6,8794,5
2617,17173,IL,Shelby County,6,2521,6
2618,18075,IN,Jay County,6,2878,7
2619,13063,GA,Clayton County,1,57057,2
2620,29079,MO,Grundy County,7,1680,5
2621,31003,NE,Antelope County,9,707,2
2622,19085,IA,Harrison County,2,1518,3
2623,17055,IL,Franklin County,5,8276,6
2624,5017,AR,Chicot County,7,3066,7
2625,13073,GA,Columbia County,2,10512,7
2626,30067,MT,Park County,7,1877,8
2627,55059,WI,Kenosha County,1,21222,3
2628,2282,AK,Yakutat Borough,9,101,
2629,39091,OH,Logan County,4,5420,4
2630,18125,IN,Pike County,6,1392,8
2631,48059,TX,Callahan County,3,2032,6
2632,30077,MT,Powell County,7,929,3
2633,1023,AL,Choctaw County,9,2910,2
2634,47045,TN,Dyer County,5,7402,7
2635,8089,CO,Otero County,6,4209,3
2636,21159,KY,Martin County,8,4115,3
2637,24011,MD,Caroline County,6,4955,7
2638,28091,MS,Marion County,6,6614,
2639,51690,VA,Martinsville city,4,3035,1
2640,51685,VA,Manassas Park city,1,1231,
2641,51047,VA,Culpeper County,6,4766,6
2642,29183,MO,St. Charles County,1,20198,2
2643,47011,TN,Bradley County,3,14448,6
2644,48361,TX,Orange County,2,11751,5
2645,31079,NE,Hall County,5,7652,9
2646,19137,IA,Montgomery County,6,1287,9
2647,41011,OR,Coos County,5,10946,5
2648,20027,KS,Clay County,7,819,20
2649,13233,GA,Polk County,6,7609,3
2650,44001,RI,Bristol County,1,3833,6
2651,34029,NJ,Ocean County,1,64493,3
2652,12043,FL,Glades County,6,2672,8
2653,13271,GA,Telfair County,7,3916,6
2654,27081,MN,Lincoln County,9,721,6
2655,21057,KY,Cumberland County,9,1679,4
2656,51750,VA,Radford city,3,3931,
2657,51710,VA,Norfolk city,1,45219,
2658,34027,NJ,Morris County,1,26615,7
2659,48105,TX,Crockett County,7,612,9
2660,34035,NJ,Somerset County,1,17318,10
2661,39067,OH,Harrison County,6,2521,3
2662,12085,FL,Martin County,2,17584,3
2663,53069,WA,Wahkiakum County,8,523,5
2664,27009,MN,Benton County,3,3345,4
2665,30087,MT,Rosebud County,9,1525,3
2666,16011,ID,Bingham County,6,6181,2
2667,46067,SD,Hutchinson County,8,872,4
2668,47115,TN,Marion County,2,5157,
2669,48009,TX,Archer County,3,909,6
2670,42055,PA,Franklin County,4,13779,6
2671,26005,MI,Allegan County,4,10303,3
2672,50011,VT,Franklin County,3,5053,6
2673,20151,KS,Pratt County,7,1048,2
2674,34011,NJ,Cumberland County,3,26321,4
2675,40033,OK,Cotton County,6,994,6
2676,21043,KY,Carter County,6,5932,3
2677,21211,KY,Shelby County,1,5178,6
2678,51183,VA,Sussex County,1,2070,5
2679,21019,KY,Boyd County,2,8356,5
2680,31063,NE,Frontier County,9,312,3
2681,5095,AR,Monroe County,7,1909,2
2682,51530,VA,Buena Vista city,6,975,1
2683,16071,ID,Oneida County,8,563,5
2684,28151,MS,Washington County,5,15883,16
2685,18025,IN,Crawford County,8,1797,2
2686,25003,MA,Berkshire County,3,13182,8
2687,20029,KS,Cloud County,7,1142,2
2688,13215,GA,Muscogee County,2,41006,5
2689,16029,ID,Caribou County,6,769,5
2690,22069,LA,Natchitoches Parish,6,11773,8
2691,22025,LA,Catahoula Parish,9,2485,2
2692,13265,GA,Taliaferro County,8,457,5
2693,17089,IL,Kane County,1,55134,6
2694,48375,TX,Potter County,3,25040,7
2695,31033,NE,Cheyenne County,7,935,2
2696,21051,KY,Clay County,7,7945,20
2697,37095,NC,Hyde County,9,1067,6
2698,22087,LA,St. Bernard Parish,1,10604,4
2699,51730,VA,Petersburg city,1,7884,
2700,5021,AR,Clay County,7,2807,20
2701,18099,IN,Marshall County,6,5490,2
2702,51161,VA,Roanoke County,2,6774,8
2703,37181,NC,Vance County,4,10552,4
2704,21189,KY,Owsley County,9,1980,5
2705,35039,NM,Rio Arriba County,6,8953,3
2706,19095,IA,Iowa County,8,1156,6
2707,5027,AR,Columbia County,7,5330,7
2708,17135,IL,Montgomery County,6,4220,9
2709,51093,VA,Isle of Wight County,1,3430,5
2710,51007,VA,Amelia County,1,1328,6
2711,55045,WI,Green County,6,3002,7
2712,17093,IL,Kendall County,1,5778,6
2713,12109,FL,St. Johns County,1,17838,4
2714,8057,CO,Jackson County,9,191,4
2715,48373,TX,Polk County,6,8845,3
2716,1093,AL,Marion County,8,5386,
2717,21009,KY,Barren County,6,9397,3
2718,19187,IA,Webster County,5,4874,7
2719,18165,IN,Vermillion County,3,2039,6
2720,25017,MA,Middlesex County,1,117964,5
2721,22039,LA,Evangeline Parish,6,9463,5
2722,1009,AL,Blount County,1,8033,6
2723,30007,MT,Broadwater County,9,604,3
2724,45003,SC,Aiken County,2,28039,7
2725,54033,WV,Harrison County,5,9851,3
2726,47139,TN,Polk County,3,2670,3
2727,21181,KY,Nicholas County,8,1376,6
2728,19109,IA,Kossuth County,7,1696,2
2729,17185,IL,Wabash County,6,1529,2
2730,31135,NE,Perkins County,9,301,3
2731,45085,SC,Sumter County,3,21320,2
2732,48201,TX,Harris County,1,752261,3
2733,46013,SD,Brown County,5,4025,7
2734,40145,OK,Wagoner County,2,8725,5
2735,22083,LA,Richland Parish,6,5299,3
2736,16059,ID,Lemhi County,7,1351,7
2737,1101,AL,Montgomery County,2,40760,9
2738,19141,IA,O'Brien County,7,1381,2
2739,37197,NC,Yadkin County,2,5202,5
2740,36003,NY,Allegany County,7,7836,8
2741,19101,IA,Jefferson County,7,2311,6
2742,22017,LA,Caddo Parish,2,63909,9
2743,22119,LA,Webster Parish,6,9276,5
2744,48003,TX,Andrews County,6,2073,6
2745,37045,NC,Cleveland County,4,19594,6
2746,20179,KS,Sheridan County,9,284,5
2747,48369,TX,Parmer County,7,1500,5
2748,13035,GA,Butts County,1,3586,6
2749,48085,TX,Collin County,1,58619,6
2750,46027,SD,Clay County,6,2393,20
2751,1039,AL,Covington County,7,7228,3
2752,17191,IL,Wayne County,7,2272,3
2753,1071,AL,Jackson County,6,9007,4
2754,53023,WA,Garfield County,8,308,6
2755,13289,GA,Twiggs County,3,1893,6
2756,47067,TN,Hancock County,8,1983,4
2757,20077,KS,Harper County,8,809,6
2758,36039,NY,Greene County,6,7278,6
2759,37013,NC,Beaufort County,6,8925,3
2760,13315,GA,Wilcox County,9,2115,2
2761,31115,NE,Loup County,9,94,1
2762,55043,WI,Grant County,6,7919,8
2763,8013,CO,Boulder County,2,33749,6
2764,19003,IA,Adams County,9,452,6
2765,28029,MS,Copiah County,2,7517,6
2766,48041,TX,Brazos County,3,51022,1
2767,5097,AR,Montgomery County,8,1956,9
2768,31077,NE,Greeley County,9,333,6
2769,17073,IL,Henry County,2,5556,1
2770,48433,TX,Stonewall County,8,217,5
2771,54041,WV,Lewis County,7,2939,8
2772,27077,MN,Lake of the Woods County,9,408,2
2773,16049,ID,Idaho County,6,2531,9
2774,55047,WI,Green Lake County,6,2153,6
2775,33001,NH,Belknap County,4,5949,4
2776,35051,NM,Sierra County,6,2940,7
2777,39057,OH,Greene County,2,18975,6
2778,5043,AR,Drew County,7,3387,2
2779,55141,WI,Wood County,4,7088,7
2780,38045,ND,LaMoure County,9,468,6
2781,20197,KS,Wabaunsee County,3,549,7
2782,55135,WI,Waupaca County,6,5318,6
2783,6019,CA,Fresno County,2,245131,8
2784,22065,LA,Madison Parish,7,4103,1
2785,21011,KY,Bath County,8,3034,6
2786,18017,IN,Cass County,4,4648,8
2787,17035,IL,Cumberland County,9,1323,4
2788,5149,AR,Yell County,6,3817,7
2789,8123,CO,Weld County,3,33377,5
2790,48055,TX,Caldwell County,1,6552,6
2791,55131,WI,Washington County,1,7496,16
2792,21147,KY,McCreary County,9,6168,6
2793,53003,WA,Asotin County,3,3225,4
2794,54045,WV,Logan County,6,8075,4
2795,48097,TX,Cooke County,6,5330,4
2796,21165,KY,Menifee County,9,1513,6
2797,48015,TX,Austin County,1,4213,6
2798,41007,OR,Clatsop County,4,4919,1
2799,26037,MI,Clinton County,2,6509,7
2800,1033,AL,Colbert County,3,8982,4
2801,56005,WY,Campbell County,5,4067,6
2802,16003,ID,Adams County,8,580,6
2803,17139,IL,Moultrie County,6,1444,5
2804,51035,VA,Carroll County,6,4775,24
2805,51099,VA,King George County,8,1728,5
2806,29055,MO,Crawford County,6,4449,2
2807,20155,KS,Reno County,4,8844,7
2808,45043,SC,Georgetown County,4,9222,5
2809,19029,IA,Cass County,6,1654,8
2810,6089,CA,Shasta County,3,30359,6
2811,39075,OH,Holmes County,7,5041,4
2812,35019,NM,Guadalupe County,7,955,5
2813,47127,TN,Moore County,9,678,9
2814,55107,WI,Rusk County,6,1920,2
2815,42079,PA,Luzerne County,2,44618,7
2816,39097,OH,Madison County,1,4576,5
2817,31091,NE,Hooker County,9,56,2
2818,49053,UT,Washington County,3,19795,16
2819,21117,KY,Kenton County,1,20493,5
2820,13177,GA,Lee County,3,3190,4
2821,20145,KS,Pawnee County,7,840,6
2822,55139,WI,Winnebago County,3,18883,24
2823,48437,TX,Swisher County,6,1511,6
2824,17101,IL,Lawrence County,7,2566,6
2825,51197,VA,Wythe County,6,4135,5
2826,25015,MA,Hampshire County,2,16535,4
2827,22103,LA,St. Tammany Parish,1,24598,7
2828,28041,MS,Greene County,8,2642,6
2829,51053,VA,Dinwiddie County,1,3565,8
2830,29101,MO,Johnson County,4,7187,6
2831,55023,WI,Crawford County,7,2212,2
2832,26151,MI,Sanilac County,6,6359,3
2833,54021,WV,Gilmer County,9,1706,5
2834,30023,MT,Deer Lodge County,7,1574,2
2835,5109,AR,Pike County,9,1927,8
2836,31113,NE,Logan County,9,79,4
2837,20149,KS,Pottawatomie County,6,1917,7
2838,55011,WI,Buffalo County,8,1369,5
2839,19189,IA,Winnebago County,7,1072,24
2840,37071,NC,Gaston County,1,33562,4
2841,37001,NC,Alamance County,3,25014,6
2842,40151,OK,Woods County,7,1105,6
2843,4013,AZ,Maricopa County,1,624923,6
2844,53019,WA,Ferry County,9,1602,2
2845,48081,TX,Coke County,8,501,2
2846,8027,CO,Custer County,8,605,2
2847,4023,AZ,Santa Cruz County,4,9569,5
2848,28101,MS,Newton County,7,4563,6
2849,28097,MS,Montgomery County,7,2433,9
2850,31001,NE,Adams County,5,3835,6
2851,16083,ID,Twin Falls County,5,11954,1
2852,17077,IL,Jackson County,5,12930,4
2853,31097,NE,Johnson County,8,520,6
2854,39129,OH,Pickaway County,1,6905,6
2855,40149,OK,Washita County,7,1784,2
2856,13045,GA,Carroll County,1,16713,24
2857,22095,LA,St. John the Baptist Parish,1,7959,5
2858,42035,PA,Clinton County,6,6543,7
2859,31069,NE,Garden County,9,308,2
2860,39039,OH,Defiance County,4,3876,6
2861,53053,WA,Pierce County,1,102303,6
2862,13143,GA,Haralson County,1,5306,4
2863,42127,PA,Wayne County,6,6427,3
2864,27039,MN,Dodge County,3,1560,7
2865,39025,OH,Clermont County,1,21281,7
2866,19195,IA,Worth County,9,662,7
2867,55017,WI,Chippewa County,3,7042,3
2868,17069,IL,Hardin County,9,857,8
2869,46077,SD,Kingsbury County,9,457,6
2870,51181,VA,Surry County,1,876,32
2871,34039,NJ,Union County,1,58425,
2872,8045,CO,Garfield County,5,5276,6
2873,30085,MT,Roosevelt County,7,2659,4
2874,28087,MS,Lowndes County,5,12346,2
2875,40147,OK,Washington County,4,7333,16
2876,37171,NC,Surry County,4,12102,32
2877,48007,TX,Aransas County,2,4751,4
2878,35025,NM,Lea County,5,12179,4
2879,17103,IL,Lee County,4,4148,4
2880,46061,SD,Hanson County,8,282,5
2881,48163,TX,Frio County,6,4005,7
2882,53025,WA,Grant County,4,14842,8
2883,37151,NC,Randolph County,2,20481,7
2884,13217,GA,Newton County,1,18463,6
2885,36043,NY,Herkimer County,2,9968,7
2886,31173,NE,Thurston County,8,1777,4
2887,5081,AR,Little River County,6,2148,6
2888,29115,MO,Linn County,7,1927,2
2889,38005,ND,Benson County,9,1961,6
2890,27123,MN,Ramsey County,1,73203,4
2891,47057,TN,Grainger County,3,4563,7
2892,55053,WI,Jackson County,6,2132,4
2893,50023,VT,Washington County,4,6080,16
2894,17141,IL,Ogle County,4,5167,7
2895,35009,NM,Curry County,5,9216,2
2896,47179,TN,Washington County,3,18319,16
2897,6011,CA,Colusa County,6,2375,5
2898,22081,LA,Red River Parish,6,2194,1
2899,17039,IL,De Witt County,6,1686,1
2900,40133,OK,Seminole County,7,5562,4
2901,49057,UT,Weber County,2,26535,6
2902,37093,NC,Hoke County,2,10177,5
2903,6033,CA,Lake County,4,13065,6
2904,45035,SC,Dorchester County,2,14329,7
2905,8107,CO,Routt County,7,1766,1
2906,18151,IN,Steuben County,7,3493,8
2907,13037,GA,Calhoun County,8,1541,2
2908,5033,AR,Crawford County,2,10322,2
2909,6043,CA,Mariposa County,8,3077,4
2910,19105,IA,Jones County,3,2012,5
2911,42113,PA,Sullivan County,8,768,5
2912,28089,MS,Madison County,2,12426,5
2913,31171,NE,Thomas County,9,99,6
2914,31095,NE,Jefferson County,7,757,6
2915,55037,WI,Florence County,9,540,8
2916,31119,NE,Madison County,5,4867,5
2917,55007,WI,Bayfield County,8,1821,5
2918,22093,LA,St. James Parish,6,4038,2
2919,31027,NE,Cedar County,9,803,2
2920,47021,TN,Cheatham County,1,4375,5
2921,33003,NH,Carroll County,8,4896,24
2922,19143,IA,Osceola County,7,625,28
2923,29227,MO,Worth County,9,279,7
2924,42059,PA,Greene County,6,5362,6
2925,17105,IL,Livingston County,4,4823,2
2926,1003,AL,Baldwin County,4,24005,6
2927,40071,OK,Kay County,5,7252,5
2928,18015,IN,Carroll County,3,2033,24
2929,30089,MT,Sanders County,8,2005,2
2930,26133,MI,Osceola County,7,4325,28
2931,53077,WA,Yakima County,3,44819,7
2932,47135,TN,Perry County,8,1728,7
2933,29087,MO,Holt County,8,612,3
2934,36063,NY,Niagara County,1,26152,4
2935,22059,LA,La Salle Parish,6,2653,3
2936,54087,WV,Roane County,6,3100,5
2937,30079,MT,Prairie County,9,140,2
2938,38029,ND,Emmons County,8,455,7
2939,17149,IL,Pike County,7,2506,8
2940,17189,IL,Washington County,6,1290,16
2941,26065,MI,Ingham County,2,54343,2
2942,12005,FL,Bay County,3,26845,2
2943,17119,IL,Madison County,1,34772,5
2944,28079,MS,Leake County,6,5218,3
2945,29005,MO,Atchison County,9,665,7
2946,18037,IN,Dubois County,7,2730,7
2947,26115,MI,Monroe County,3,14819,2
2948,34001,NJ,Atlantic County,2,37734,6
2949,20181,KS,Sherman County,7,841,1
2950,48317,TX,Martin County,6,738,3
2951,48327,TX,Menard County,8,446,6
2952,26163,MI,Wayne County,1,395250,3
2953,28011,MS,Bolivar County,5,10927,4
2954,28027,MS,Coahoma County,5,9567,2
2955,41071,OR,Yamhill County,1,11607,1
2956,29039,MO,Cedar County,6,2739,2
2957,39003,OH,Allen County,3,15101,6
2958,29105,MO,Laclede County,6,5480,6
2959,31031,NE,Cherry County,7,685,11
2960,27093,MN,Meeker County,6,1604,
2961,55029,WI,Door County,6,2250,5
2962,55071,WI,Manitowoc County,4,7229,4
2963,30103,MT,Treasure County,8,71,3
2964,21129,KY,Lee County,9,2487,4
2965,19025,IA,Calhoun County,9,1138,2
2966,48353,TX,Nolan County,6,2697,5
2967,30011,MT,Carter County,9,164,3
2968,48175,TX,Goliad County,3,1059,5
2969,48425,TX,Somervell County,8,931,4
2970,48217,TX,Hill County,6,5542,2
2971,35057,NM,Torrance County,2,4001,6
2972,31149,NE,Rock County,9,186,7
2973,23025,ME,Somerset County,6,9749,10
2974,48111,TX,Dallam County,7,793,5
2975,21145,KY,McCracken County,5,11962,6
2976,13321,GA,Worth County,3,4334,7
2977,31061,NE,Franklin County,9,393,6
2978,49051,UT,Wasatch County,6,1668,4
2979,54067,WV,Nicholas County,6,5359,6
2980,48031,TX,Blanco County,8,1207,7
2981,32510,NV,Carson City,3,6727,5
2982,37079,NC,Greene County,3,4422,6
2983,4009,AZ,Graham County,6,7854,7
2984,21067,KY,Fayette County,2,54406,5
2985,16037,ID,Custer County,9,639,2
2986,49039,UT,Sanpete County,6,4520,6
2987,19161,IA,Sac County,9,1124,1
2988,29015,MO,Benton County,9,3330,4
2989,51770,VA,Roanoke city,2,21886,
2990,36119,NY,Westchester County,1,95327,9
2991,21103,KY,Henry County,1,2886,1
2992,6051,CA,Mono County,7,1583,9
2993,13021,GA,Bibb County,3,38547,6
2994,51059,VA,Fairfax County,1,67736,9
2995,19175,IA,Union County,6,1586,
2996,13031,GA,Bulloch County,4,16650,7
2997,51001,VA,Accomack County,7,6493,3
2998,54053,WV,Mason County,6,4671,5
2999,21083,KY,Graves County,7,7571,1
3000,48347,TX,Nacogdoches County,5,15402,5
3001,29017,MO,Bollinger County,9,2076,2
3002,48287,TX,Lee County,6,2105,4
3003,20157,KS,Republic County,9,524,6
3004,29186,MO,Ste. Genevieve County,6,2069,5
3005,49005,UT,Cache County,3,15209,5
3006,37023,NC,Burke County,2,15310,7
3007,48429,TX,Stephens County,7,1876,6
3008,40043,OK,Dewey County,9,623,6
3009,19043,IA,Clayton County,8,1709,2
3010,32021,NV,Mineral County,7,801,5
3011,47065,TN,Hamilton County,2,47050,7
3012,13245,GA,Richmond County,2,48929,6
3013,53061,WA,Snohomish County,1,62396,4
3014,18177,IN,Wayne County,5,10859,3
3015,36083,NY,Rensselaer County,2,17978,7
3016,6039,CA,Madera County,3,30029,5
3017,40115,OK,Ottawa County,6,5858,5
3018,39103,OH,Medina County,1,11394,5
3019,42081,PA,Lycoming County,3,16033,9
3020,35013,NM,Dona Ana County,3,53719,2
3021,12127,FL,Volusia County,2,73420,7
3022,45053,SC,Jasper County,6,5570,2
3023,13075,GA,Cook County,6,4268,6
3024,31101,NE,Keith County,7,1019,2
3025,13019,GA,Berrien County,6,4179,7
3026,48247,TX,Jim Hogg County,6,1431,5
3027,29091,MO,Howell County,7,8110,2
3028,22111,LA,Union Parish,3,4422,6
3029,29037,MO,Cass County,1,8792,8
3030,48357,TX,Ochiltree County,7,1170,6
3031,38087,ND,Slope County,9,86,7
3032,22091,LA,St. Helena Parish,2,2558,1
3033,27119,MN,Polk County,3,4410,3
3034,48103,TX,Crane County,6,488,5
3035,1129,AL,Washington County,8,3018,16
3036,39051,OH,Fulton County,2,3719,10
3037,23019,ME,Penobscot County,3,21460,6
3038,13225,GA,Peach County,6,5522,4
3039,12129,FL,Wakulla County,2,3728,4
3040,41067,OR,Washington County,1,51702,16
3041,18145,IN,Shelby County,1,5340,6
3042,42053,PA,Forest County,9,1172,5
3043,19017,IA,Bremer County,3,1557,5
3044,21179,KY,Nelson County,1,5236,6
3045,19191,IA,Winneshiek County,7,1709,5
3046,12047,FL,Hamilton County,6,3363,7
3047,48501,TX,Yoakum County,7,1025,4
3048,45067,SC,Marion County,6,7915,
3049,21059,KY,Daviess County,3,15895,
3050,26101,MI,Manistee County,7,3255,2
3051,13149,GA,Heard County,1,2227,4
3052,19065,IA,Fayette County,6,2449,5
3053,45015,SC,Berkeley County,2,25313,6
3054,21017,KY,Bourbon County,2,3466,3
3055,37195,NC,Wilson County,4,17798,7
3056,6041,CA,Marin County,1,19932,2
3057,5111,AR,Poinsett County,3,5352,2
3058,29207,MO,Stoddard County,7,5545,7
3059,49013,UT,Duchesne County,6,2765,6
3060,47055,TN,Giles County,6,4751,6
3061,18023,IN,Clinton County,6,4317,7
3062,29047,MO,Clay County,1,19868,20
3063,22045,LA,Iberia Parish,4,16885,6
3064,48193,TX,Hamilton County,6,1229,7
3065,21069,KY,Fleming County,7,3066,6
3066,29219,MO,Warren County,1,3935,4
3067,37143,NC,Perquimans County,9,2239,5
3068,42031,PA,Clarion County,6,5628,5
3069,1069,AL,Houston County,3,19878,7
3070,18169,IN,Wabash County,6,3428,2
3071,48079,TX,Cochran County,9,665,5
3072,29003,MO,Andrew County,3,1657,3
3073,54035,WV,Jackson County,6,4546,4
3074,27165,MN,Watonwan County,7,1216,2
3075,40029,OK,Coal County,9,1222,5
3076,27111,MN,Otter Tail County,6,5976,7
3077,51830,VA,Williamsburg city,1,2275,2
3078,48191,TX,Hall County,9,795,9
3079,51021,VA,Bland County,8,800,6
3080,39009,OH,Athens County,4,16044,7
3081,8005,CO,Arapahoe County,1,56898,7
3082,39049,OH,Franklin County,1,205476,6
3083,46017,SD,Buffalo County,9,804,5
3084,17023,IL,Clark County,6,1884,5
3085,47027,TN,Clay County,8,1681,20
3086,26145,MI,Saginaw County,3,33068,7
3087,41025,OR,Harney County,7,1171,2
3088,51157,VA,Rappahannock County,8,729,5
3089,39063,OH,Hancock County,4,7385,4
3090,17115,IL,Macon County,3,17760,7
3091,29103,MO,Knox County,9,728,3
3092,51137,VA,Orange County,6,3212,5
3093,26085,MI,Lake County,8,2430,6
3094,37031,NC,Carteret County,4,8321,5
3095,16035,ID,Clearwater County,6,1241,2
3096,55113,WI,Sawyer County,9,2434,7
3097,48435,TX,Sutton County,7,542,6
3098,54039,WV,Kanawha County,2,30852,9
3099,6017,CA,El Dorado County,1,16073,5
3100,35031,NM,McKinley County,4,25540,
3101,20187,KS,Stanton County,9,220,2
3102,48461,TX,Upton County,8,491,6
3103,39021,OH,Champaign County,6,4194,6
3104,48083,TX,Coleman County,6,1681,6
3105,21191,KY,Pendleton County,1,2069,7
3106,13187,GA,Lumpkin County,6,4711,5
3107,51191,VA,Washington County,3,7744,16
3108,18113,IN,Noble County,6,5308,3
3109,42125,PA,Washington County,1,19752,16
3110,1043,AL,Cullman County,6,12133,2
3111,13157,GA,Jackson County,6,8097,4
3112,23027,ME,Waldo County,6,5514,6
3113,45029,SC,Colleton County,6,8774,7
3114,20147,KS,Phillips County,7,673,5
3115,25009,MA,Essex County,1,81646,7
3116,47023,TN,Chester County,3,2573,6
3117,51081,VA,Greensville County,6,2119,6
3118,29077,MO,Greene County,2,45710,6
3119,46073,SD,Jerauld County,9,240,6
3120,18157,IN,Tippecanoe County,3,30478,7
3121,31075,NE,Grant County,9,64,8
3122,5049,AR,Fulton County,9,2767,10
3123,51610,VA,Falls Church city,1,509,
3124,40021,OK,Cherokee County,6,10863,7
3125,29011,MO,Barton County,6,1899,7
3126,12033,FL,Escambia County,2,45044,3
3127,26027,MI,Cass County,2,6579,8
3128,13171,GA,Lamar County,1,3142,2
3129,40089,OK,McCurtain County,7,8299,8
3130,30093,MT,Silver Bow County,5,5193,1
3131,55101,WI,Racine County,3,25798,6
3132,21217,KY,Taylor County,7,5098,6
3133,22047,LA,Iberville Parish,2,6615,7
3134,26139,MI,Ottawa County,3,24520,5
3135,19155,IA,Pottawattamie County,2,9395,3
