d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,motto text,population
440,26117,MI,Montcalm County,6,9381,Si quaeris peninsulam amoenam circumspice,63105
441,40121,OK,Pittsburg County,5,6007,Labor omnia vincit,44703
442,8079,CO,Mineral County,9,68,Nil sine numine,4614
443,16075,ID,Payette County,6,3639,Esto perpetua,22610
444,42069,PA,Lackawanna County,2,28739,"Virtue, liberty, and independence",213931
445,28123,MS,Scott County,6,6303,Virtute et armis,22015
446,29223,MO,Wayne County,9,3370,Salus populi suprema lex esto,1775273
447,24510,MD,Baltimore city,1,128752,"Fatti maschii, parole femine",622104
448,31047,NE,Dawson County,7,2966,Equality before the law,9445
449,42083,PA,Mc Kean County,7,6711,"Virtue, liberty, and independence",
450,16021,ID,Boundary County,7,1973,Esto perpetua,10853
451,29173,MO,Ralls County,9,1109,Salus populi suprema lex esto,10192
452,16073,ID,Owyhee County,2,1942,Esto perpetua,11472
453,39001,OH,Adams County,6,5543,The Heart of It All,3828
454,2070,AK,Dillingham Census Area,9,965,North to the Future,5010
455,15009,HI,Maui County,5,15578,Ua Mau ke Ea o ka ʻĀina i ka Pono,160202
456,1097,AL,Mobile County,2,79364,Audemus iura nostra defendere,414079
457,17021,IL,Christian County,6,4013,"State sovereignty, national union",80899
458,30035,MT,Glacier County,7,3792,Oro y Plata,13739
459,28099,MS,Neshoba County,7,6517,Virtute et armis,29507
460,37011,NC,Avery County,8,2985,Esse quam videri,17713
461,27087,MN,Mahnomen County,8,941,L’Étoile du Nord,5532
462,18073,IN,Jasper County,1,3032,The Crossroads of America,35649
463,27025,MN,Chisago County,1,3554,L’Étoile du Nord,53761
464,29185,MO,St. Clair County,8,1868,Salus populi suprema lex esto,160469
465,13043,GA,Candler County,7,2647,"Wisdom, Justice, Moderation",10937
466,31175,NE,Valley County,9,479,Equality before the law,9606
467,22007,LA,Assumption Parish,6,4761,,23187
468,38061,ND,Mountrail County,9,964,Serit ut alteri saeclo prosit,9376
469,18141,IN,St. Joseph County,2,41889,The Crossroads of America,266709
470,26035,MI,Clare County,7,6496,Si quaeris peninsulam amoenam circumspice,30569
471,13243,GA,Randolph County,6,2063,"Wisdom, Justice, Moderation",29415
472,20095,KS,Kingman County,6,778,Ad astra per aspera,7844
473,55099,WI,Price County,9,1482,Forward,13802
474,20121,KS,Miami County,1,2644,Ad astra per aspera,103439
475,55015,WI,Calumet County,3,2462,Forward,49617
476,17025,IL,Clay County,7,2085,"State sovereignty, national union",10584
477,21233,KY,Webster County,2,2311,Deo gratiam habeamus,8893
478,36045,NY,Jefferson County,4,16468,Excelsior,659479
479,17175,IL,Stark County,2,652,"State sovereignty, national union",375432
480,39065,OH,Hardin County,6,3906,The Heart of It All,26034
481,12019,FL,Clay County,1,19785,In God We Trust,10584
482,22055,LA,Lafayette Parish,3,42781,,230845
483,21213,KY,Simpson County,6,2663,Deo gratiam habeamus,27500
484,35023,NM,Hidalgo County,7,1129,Crescit eundo,4654
485,31099,NE,Kearney County,7,584,Equality before the law,6548
486,51145,VA,Powhatan County,1,1779,Sic semper tyrannis,28259
487,56037,WY,Sweetwater County,5,4264,Equal Rights,45237
488,51085,VA,Hanover County,1,5900,Sic semper tyrannis,101330
489,37059,NC,Davie County,2,4820,Esse quam videri,41554
490,22033,LA,East Baton Rouge Parish,2,86888,,445227
491,21155,KY,Marion County,6,3750,Deo gratiam habeamus,323614
492,39153,OH,Summit County,2,72687,The Heart of It All,38486
493,35049,NM,Santa Fe County,3,20463,Crescit eundo,147423
494,8001,CO,Adams County,1,57811,Nil sine numine,3828
495,42087,PA,Mifflin County,4,6711,"Virtue, liberty, and independence",46616
496,19059,IA,Dickinson County,7,1332,Our liberties we prize and our rights we will maintain,16955
497,25023,MA,Plymouth County,1,39977,Ense petit placidam sub libertate quietem,501915
498,47159,TN,Smith County,1,2801,Agriculture and Commerce,216080
499,31123,NE,Morrill County,9,775,Equality before the law,4908
500,26061,MI,Houghton County,5,6762,Si quaeris peninsulam amoenam circumspice,36225
501,42051,PA,Fayette County,1,22645,"Virtue, liberty, and independence",45599
502,48029,TX,Bexar County,1,306859,Friendship,1958578
503,35017,NM,Grant County,7,6308,Crescit eundo,7283
504,28113,MS,Pike County,7,11649,Virtute et armis,63380
505,13255,GA,Spalding County,1,14243,"Wisdom, Justice, Moderation",63829
506,47041,TN,DeKalb County,6,3760,Agriculture and Commerce,713340
507,27105,MN,Nobles County,7,2500,L’Étoile du Nord,21617
508,19055,IA,Delaware County,6,1626,Our liberties we prize and our rights we will maintain,46722
509,34025,NJ,Monmouth County,1,43866,Liberty and prosperity,629672
510,41015,OR,Curry County,7,3171,Alis volat propriis,22339
511,53041,WA,Lewis County,4,11155,bye and bye,75081
512,42043,PA,Dauphin County,2,30247,"Virtue, liberty, and independence",270937
513,29121,MO,Macon County,7,2416,Salus populi suprema lex esto,33857
514,33013,NH,Merrimack County,4,10532,Live Free or Die,146849
515,17107,IL,Logan County,6,3450,"State sovereignty, national union",35987
516,17183,IL,Vermilion County,3,15183,"State sovereignty, national union",80329
517,31127,NE,Nemaha County,7,868,Equality before the law,10161
518,17015,IL,Carroll County,7,1798,"State sovereignty, national union",47499
519,19163,IA,Scott County,2,22602,Our liberties we prize and our rights we will maintain,22015
520,31049,NE,Deuel County,9,213,Equality before the law,4320
521,48145,TX,Falls County,6,3915,Friendship,17493
522,5005,AR,Baxter County,7,5144,Regnat populus,40957
523,39131,OH,Pike County,7,5660,The Heart of It All,63380
524,16019,ID,Bonneville County,3,13072,Esto perpetua,107517
525,12007,FL,Bradford County,6,4392,In God We Trust,62316
526,19115,IA,Louisa County,8,1253,Our liberties we prize and our rights we will maintain,33945
527,21123,KY,Larue County,3,2312,Deo gratiam habeamus,14064
528,21205,KY,Rowan County,7,5389,Deo gratiam habeamus,23527
529,55033,WI,Dunn County,6,5164,Forward,44122
530,16041,ID,Franklin County,3,1239,Esto perpetua,71221
531,48465,TX,Val Verde County,5,9703,Friendship,48623
532,27061,MN,Itasca County,6,5898,L’Étoile du Nord,45564
533,53013,WA,Columbia County,6,543,bye and bye,49344
534,38089,ND,Stark County,7,2433,Serit ut alteri saeclo prosit,375432
535,21131,KY,Leslie County,9,3265,Deo gratiam habeamus,11019
536,46009,SD,Bon Homme County,9,811,,7046
537,50007,VT,Chittenden County,3,14667,Stella quarta decima fulgeat,159515
538,30017,MT,Custer County,7,1318,Oro y Plata,4249
539,37037,NC,Chatham County,2,8384,Esse quam videri,278434
540,1113,AL,Russell County,2,11108,Audemus iura nostra defendere,28264
541,34021,NJ,Mercer County,2,39066,Liberty and prosperity,61984
542,48479,TX,Webb County,3,85150,Friendship,262495
543,39167,OH,Washington County,3,8100,The Heart of It All,32190
544,16055,ID,Kootenai County,3,22165,Esto perpetua,144265
545,41061,OR,Union County,7,4058,Alis volat propriis,25652
546,36113,NY,Warren County,3,7479,Excelsior,65337
547,18107,IN,Montgomery County,6,4157,The Crossroads of America,1058810
548,13311,GA,White County,8,4030,"Wisdom, Justice, Moderation",78483
549,47001,TN,Anderson County,2,10753,Agriculture and Commerce,75542
550,26095,MI,Luce County,7,1092,Si quaeris peninsulam amoenam circumspice,6502
551,19173,IA,Taylor County,9,751,Our liberties we prize and our rights we will maintain,20610
552,51127,VA,New Kent County,1,1202,Sic semper tyrannis,19507
553,54093,WV,Tucker County,9,1067,Montani semper liberi,6968
554,40045,OK,Ellis County,9,523,Labor omnia vincit,155976
555,2020,AK,Anchorage Borough,2,21108,North to the Future,294356
556,48469,TX,Victoria County,3,12900,Friendship,90028
557,31163,NE,Sherman County,9,368,Equality before the law,1731
558,13111,GA,Fannin County,8,3485,"Wisdom, Justice, Moderation",23760
559,39151,OH,Stark County,2,48072,The Heart of It All,375432
560,35059,NM,Union County,9,705,Crescit eundo,25652
561,21025,KY,Breathitt County,7,4466,Deo gratiam habeamus,13545
562,19149,IA,Plymouth County,6,2091,Our liberties we prize and our rights we will maintain,501915
563,10005,DE,Sussex County,4,25212,Liberty and Independence,206649
564,6105,CA,Trinity County,8,2668,Eureka,13448
565,20125,KS,Montgomery County,5,5953,Ad astra per aspera,1058810
566,26165,MI,Wexford County,7,5812,Si quaeris peninsulam amoenam circumspice,32645
567,20101,KS,Lane County,9,164,Ad astra per aspera,356212
568,5011,AR,Bradley County,6,2544,Regnat populus,101848
569,26129,MI,Ogemaw County,9,3564,Si quaeris peninsulam amoenam circumspice,21234
570,23017,ME,Oxford County,6,7565,Dirigo,57277
571,28155,MS,Webster County,9,2002,Virtute et armis,8893
572,39061,OH,Hamilton County,1,126002,The Heart of It All,4773
573,42023,PA,Cameron County,7,655,"Virtue, liberty, and independence",417276
574,13183,GA,Long County,3,3365,"Wisdom, Justice, Moderation",16624
575,51775,VA,Salem city,2,2160,Sic semper tyrannis,
576,41029,OR,Jackson County,3,31189,Alis volat propriis,208545
577,18019,IN,Clark County,1,11983,The Crossroads of America,2027868
578,36017,NY,Chenango County,6,7248,Excelsior,49503
579,36093,NY,Schenectady County,2,17158,Excelsior,155333
580,33011,NH,Hillsborough County,2,31972,Live Free or Die,403985
581,21171,KY,Monroe County,9,2409,Deo gratiam habeamus,76351
582,18077,IN,Jefferson County,6,4061,The Crossroads of America,659479
583,21169,KY,Metcalfe County,9,2244,Deo gratiam habeamus,9983
584,26135,MI,Oscoda County,9,1522,Si quaeris peninsulam amoenam circumspice,8379
585,12093,FL,Okeechobee County,4,7547,In God We Trust,39330
586,5059,AR,Hot Spring County,6,4541,Regnat populus,33500
587,27107,MN,Norman County,8,777,L’Étoile du Nord,6631
588,42071,PA,Lancaster County,2,56082,"Virtue, liberty, and independence",529600
589,30071,MT,Phillips County,9,631,Oro y Plata,4179
590,46025,SD,Clark County,9,398,,2027868
591,12103,FL,Pinellas County,1,125923,In God We Trust,929048
592,48365,TX,Panola County,6,3598,Friendship,34402
593,1059,AL,Franklin County,6,6272,Audemus iura nostra defendere,71221
594,48205,TX,Hartley County,9,452,Friendship,6100
595,1045,AL,Dale County,4,9936,Audemus iura nostra defendere,49884
596,22109,LA,Terrebonne Parish,3,23521,,112749
597,32009,NV,Esmeralda County,9,117,All For Our Country,832
598,35011,NM,DeBaca County,9,378,Crescit eundo,1907
599,13079,GA,Crawford County,3,2355,"Wisdom, Justice, Moderation",24543
600,42033,PA,Clearfield County,4,10543,"Virtue, liberty, and independence",81174
601,13159,GA,Jasper County,1,2282,"Wisdom, Justice, Moderation",35649
602,1087,AL,Macon County,6,5183,Audemus iura nostra defendere,33857
603,2240,AK,Southeast Fairbanks Census Area,8,804,North to the Future,6985
604,31159,NE,Seward County,2,1252,Equality before the law,17089
605,17043,IL,DuPage County,1,64330,"State sovereignty, national union",932126
606,28037,MS,Franklin County,9,1554,Virtute et armis,71221
607,48359,TX,Oldham County,8,261,Friendship,2102
608,8085,CO,Montrose County,7,6716,Nil sine numine,40713
609,25011,MA,Franklin County,2,6926,Ense petit placidam sub libertate quietem,71221
610,46021,SD,Campbell County,9,131,,48176
611,18149,IN,Starke County,6,3694,The Crossroads of America,23197
612,53059,WA,Skamania County,1,1543,bye and bye,11274
613,20011,KS,Bourbon County,6,2465,Ad astra per aspera,14852
614,13307,GA,Webster County,8,539,"Wisdom, Justice, Moderation",8893
615,48449,TX,Titus County,7,4749,Friendship,32581
616,54097,WV,Upshur County,7,4705,Montani semper liberi,24665
617,19005,IA,Allamakee County,6,1786,Our liberties we prize and our rights we will maintain,14169
618,47095,TN,Lake County,9,2151,Agriculture and Commerce,63860
619,47163,TN,Sullivan County,3,25304,Agriculture and Commerce,76665
620,41027,OR,Hood River County,6,2459,Alis volat propriis,22675
621,31155,NE,Saunders County,2,1524,Equality before the law,20929
622,38069,ND,Pierce County,7,522,Serit ut alteri saeclo prosit,819743
623,21101,KY,Henderson County,2,7739,Deo gratiam habeamus,109540
624,31111,NE,Lincoln County,5,3272,Equality before the law,5245
625,20175,KS,Seward County,7,3017,Ad astra per aspera,17089
626,26127,MI,Oceana County,8,4630,Si quaeris peninsulam amoenam circumspice,26245
627,42121,PA,Venango County,4,7507,"Virtue, liberty, and independence",53907
628,32011,NV,Eureka County,9,189,All For Our Country,2076
629,54031,WV,Hardy County,8,2096,Montani semper liberi,13920
630,21137,KY,Lincoln County,7,5499,Deo gratiam habeamus,5245
631,6081,CA,San Mateo County,1,50438,Eureka,747373
632,15007,HI,Kauai County,5,5716,Ua Mau ke Ea o ka ʻĀina i ka Pono,69512
633,27057,MN,Hubbard County,7,2677,L’Étoile du Nord,20658
634,42017,PA,Bucks County,1,40872,"Virtue, liberty, and independence",626976
635,18129,IN,Posey County,2,2192,The Crossroads of America,25486
636,51810,VA,Virginia Beach city,1,36494,Sic semper tyrannis,
637,39119,OH,Muskingum County,4,12435,The Heart of It All,85231
638,42103,PA,Pike County,1,5397,"Virtue, liberty, and independence",63380
639,48505,TX,Zapata County,6,4162,Friendship,14390
640,47039,TN,Decatur County,9,2164,Agriculture and Commerce,11661
641,37193,NC,Wilkes County,6,11378,Esse quam videri,69023
642,53067,WA,Thurston County,3,28354,bye and bye,262388
643,34041,NJ,Warren County,2,8708,Liberty and prosperity,65337
644,8065,CO,Lake County,7,1093,Nil sine numine,63860
645,13283,GA,Treutlen County,7,1717,"Wisdom, Justice, Moderation",6712
646,13285,GA,Troup County,4,13731,"Wisdom, Justice, Moderation",69053
647,31055,NE,Douglas County,2,67359,Equality before the law,106940
648,27125,MN,Red Lake County,8,390,L’Étoile du Nord,4057
649,45009,SC,Bamberg County,7,3885,Dum spiro spero,15430
650,12073,FL,Leon County,2,52124,In God We Trust,16742
651,21061,KY,Edmonson County,3,2668,Deo gratiam habeamus,12062
652,48053,TX,Burnet County,6,5181,Friendship,43823
653,47009,TN,Blount County,2,14401,Agriculture and Commerce,125099
654,17125,IL,Mason County,6,1996,"State sovereignty, national union",27126
655,47105,TN,Loudon County,2,5414,Agriculture and Commerce,50448
656,48393,TX,Roberts County,9,60,Friendship,10251
657,19073,IA,Greene County,6,998,Our liberties we prize and our rights we will maintain,68267
658,37177,NC,Tyrrell County,9,966,Esse quam videri,4109
659,21173,KY,Montgomery County,6,4881,Deo gratiam habeamus,1058810
660,48115,TX,Dawson County,7,2508,Friendship,9445
661,5125,AR,Saline County,2,10160,Regnat populus,114404
662,48213,TX,Henderson County,4,13151,Friendship,109540
663,21121,KY,Knox County,7,12097,Deo gratiam habeamus,39550
664,19097,IA,Jackson County,6,2497,Our liberties we prize and our rights we will maintain,208545
665,41033,OR,Josephine County,4,15239,Alis volat propriis,83306
666,35015,NM,Eddy County,5,8674,Crescit eundo,55471
667,55065,WI,Lafayette County,8,1937,Forward,32943
668,29151,MO,Osage County,3,1139,Salus populi suprema lex esto,47987
669,29111,MO,Lewis County,9,1590,Salus populi suprema lex esto,75081
670,29213,MO,Taney County,6,9006,Salus populi suprema lex esto,53575
671,45063,SC,Lexington County,2,33254,Dum spiro spero,273752
672,6077,CA,San Joaquin County,2,105268,Eureka,704379
673,12105,FL,Polk County,2,106703,In God We Trust,31569
674,47035,TN,Cumberland County,7,8841,Agriculture and Commerce,285456
675,20127,KS,Morris County,9,646,Ad astra per aspera,499397
676,48075,TX,Childress County,7,1203,Friendship,7095
677,42005,PA,Armstrong County,1,9100,"Virtue, liberty, and independence",68107
678,32033,NV,White Pine County,7,1220,All For Our Country,10057
679,12075,FL,Levy County,8,8467,In God We Trust,39644
680,37175,NC,Transylvania County,6,5415,Esse quam videri,32903
681,51790,VA,Staunton city,4,2990,Sic semper tyrannis,
682,21007,KY,Ballard County,9,1277,Deo gratiam habeamus,8332
683,39017,OH,Butler County,1,45165,The Heart of It All,371272
684,54023,WV,Grant County,6,1737,Montani semper liberi,7283
685,47119,TN,Maury County,4,10204,Agriculture and Commerce,83761
686,13237,GA,Putnam County,6,3914,"Wisdom, Justice, Moderation",72577
687,55117,WI,Sheboygan County,3,7934,Forward,114922
688,6059,CA,Orange County,1,348173,Eureka,3114363
689,32029,NV,Storey County,2,316,All For Our Country,3942
690,40085,OK,Love County,9,1376,Labor omnia vincit,9742
691,17123,IL,Marshall County,2,1144,"State sovereignty, national union",94760
692,6093,CA,Siskiyou County,7,8109,Eureka,43799
693,12101,FL,Pasco County,1,66980,In God We Trust,475502
694,33005,NH,Cheshire County,4,6078,Live Free or Die,76610
695,8073,CO,Lincoln County,8,834,Nil sine numine,5245
696,39105,OH,Meigs County,6,4815,The Heart of It All,11649
697,48307,TX,McCulloch County,7,1479,Friendship,8330
698,28083,MS,Leflore County,5,10146,Virtute et armis,49774
699,48239,TX,Jackson County,6,1966,Friendship,208545
700,19197,IA,Wright County,7,1578,Our liberties we prize and our rights we will maintain,128470
701,13053,GA,Chattahoochee County,2,1639,"Wisdom, Justice, Moderation",12842
702,46099,SD,Minnehaha County,3,18046,,179640
703,21095,KY,Harlan County,7,9889,Deo gratiam habeamus,28499
704,48113,TX,Dallas County,1,413956,Friendship,2480331
705,40123,OK,Pontotoc County,7,5983,Labor omnia vincit,37992
706,51570,VA,Colonial Heights city,1,1819,Sic semper tyrannis,17634
707,48455,TX,Trinity County,8,2864,Friendship,13448
708,18055,IN,Greene County,3,5120,The Crossroads of America,68267
709,1015,AL,Calhoun County,3,19057,Audemus iura nostra defendere,135012
710,19049,IA,Dallas County,2,4118,Our liberties we prize and our rights we will maintain,2480331
711,27065,MN,Kanabec County,6,2064,L’Étoile du Nord,15996
712,20097,KS,Kiowa County,9,302,Ad astra per aspera,9341
713,13069,GA,Coffee County,7,9153,"Wisdom, Justice, Moderation",50938
714,53057,WA,Skagit County,3,13787,bye and bye,118837
715,51520,VA,Bristol city,3,3953,Sic semper tyrannis,
716,29057,MO,Dade County,8,1312,Salus populi suprema lex esto,2617176
717,56045,WY,Weston County,7,734,Equal Rights,7158
718,6037,CA,Los Angeles County,1,1629450,Eureka,10017068
