d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,area
2483,27127,MN,Redwood County,7,1359,2282
2484,22077,LA,Pointe Coupee Parish,2,4332,1530
2485,21089,KY,Greenup County,2,6131,918
2486,12115,FL,Sarasota County,2,43904,1878
2487,17157,IL,Randolph County,6,3850,2693
2488,12086,FL,Miami-Dade County,1,487700,6297
2489,20171,KS,Scott County,7,370,1381
2490,27091,MN,Martin County,7,2363,1890
2491,21097,KY,Harrison County,6,2820,2528
2492,13179,GA,Liberty County,3,9184,3046
2493,28003,MS,Alcorn County,7,6175,1039
2494,48453,TX,Travis County,1,143948,2650
2495,29145,MO,Newton County,3,8251,2132
2496,26063,MI,Huron County,7,4409,5533
2497,39115,OH,Morgan County,6,2714,1552
2498,29157,MO,Perry County,7,1941,887
2499,48385,TX,Real County,9,609,1813
2500,26051,MI,Gladwin County,6,4459,1338
2501,31103,NE,Keya Paha County,9,127,2005
2502,26055,MI,Grand Traverse County,5,8985,1557
2503,51510,VA,Alexandria city,1,16096,
2504,2150,AK,Kodiak Island Borough,7,991,31141
2505,23003,ME,Aroostook County,7,10804,17686
2506,19063,IA,Emmet County,7,1002,2285
2507,36061,NY,New York County,1,274651,
2508,41037,OR,Lake County,7,1122,3443
2509,48471,TX,Walker County,4,12123,2086
2510,39137,OH,Putnam County,6,2796,2142
2511,5055,AR,Greene County,6,6709,1616
2512,22067,LA,Morehouse Parish,6,7237,2085
2513,20103,KS,Leavenworth County,1,6464,1213
2514,20093,KS,Kearny County,9,444,2257
2515,19081,IA,Hancock County,7,947,6089
2516,29109,MO,Lawrence County,6,5613,1860
2517,25007,MA,Dukes County,7,1302,1272
2518,13249,GA,Schley County,8,942,435
2519,55115,WI,Shawano County,6,4794,2355
2520,46081,SD,Lawrence County,6,2907,1860
2521,38025,ND,Dunn County,9,420,2238
2522,47025,TN,Claiborne County,6,7735,1144
2523,37149,NC,Polk County,8,2912,5174
2524,27153,MN,Todd County,6,2978,2536
2525,20025,KS,Clark County,9,231,20955
2526,19091,IA,Humboldt County,7,928,10495
2527,55021,WI,Columbia County,2,4561,1783
2528,48013,TX,Atascosa County,1,7867,3200
2529,31071,NE,Garfield County,9,249,13489
2530,48355,TX,Nueces County,2,53441,3021
2531,48323,TX,Maverick County,5,13759,3346
2532,48227,TX,Howard County,5,5478,657
2533,17127,IL,Massac County,7,2972,627
2534,5133,AR,Sevier County,7,3465,4968
2535,1077,AL,Lauderdale County,3,13739,1862
2536,54009,WV,Brooke County,3,2955,239
2537,18045,IN,Fountain County,6,2145,1031
2538,2290,AK,Yukon-Koyukuk Census Area,8,1266,147805
2539,55091,WI,Pepin County,8,823,644
2540,24039,MD,Somerset County,3,4992,10607
2541,48147,TX,Fannin County,6,5015,1014
2542,48377,TX,Presidio County,7,1677,9988
2543,36011,NY,Cayuga County,4,9236,2237
2544,22097,LA,St. Landry Parish,4,21994,2432
2545,27033,MN,Cottonwood County,7,1346,1681
2546,6071,CA,San Bernardino County,1,369012,52073
2547,13261,GA,Sumter County,6,8290,2365
2548,31065,NE,Furnas County,9,656,1866
2549,13239,GA,Quitman County,9,632,1053
2550,48159,TX,Franklin County,8,1659,1877
2551,36069,NY,Ontario County,1,10240,1716
2552,27161,MN,Waseca County,7,1661,433
2553,29085,MO,Hickory County,8,1767,1066
2554,46063,SD,Harding County,9,143,6935
2555,51071,VA,Giles County,3,2032,1583
2556,39079,OH,Jackson County,7,5780,7257
2557,29127,MO,Marion County,5,4000,3093
2558,25013,MA,Hampden County,2,74898,1642
2559,28043,MS,Grenada County,7,4720,449.41
2560,41031,OR,Jefferson County,6,3838,2911
2561,48241,TX,Jasper County,6,6652,2511
2562,31057,NE,Dundy County,9,223,2385
2563,24023,MD,Garrett County,6,3692,1699
2564,29131,MO,Miller County,6,4040,1554
2565,48045,TX,Briscoe County,9,226,2335
2566,20143,KS,Ottawa County,9,618,4227
2567,18119,IN,Owen County,3,2827,1004
2568,6107,CA,Tulare County,2,112387,12533
2569,18083,IN,Knox County,4,5952,2958
2570,56029,WY,Park County,7,3173,18044
2571,22099,LA,St. Martin Parish,3,9830,2115
2572,53039,WA,Klickitat County,6,3269,4932
2573,47047,TN,Fayette County,1,5655,1731
2574,24047,MD,Worcester County,4,5792,192
2575,21157,KY,Marshall County,7,3734,1614
2576,40063,OK,Hughes County,7,2978,2110
2577,21151,KY,Madison County,4,17680,9331
2578,22121,LA,West Baton Rouge Parish,2,4231,204
2579,29031,MO,Cape Girardeau County,5,11371,1518
2580,48149,TX,Fayette County,6,2750,1731
2581,20005,KS,Atchison County,6,2398,1127
2582,5075,AR,Lawrence County,6,3207,1860
2583,55067,WI,Langlade County,6,2681,2300
2584,19135,IA,Monroe County,7,968,9679
2585,18053,IN,Grant County,4,12585,11731
2586,53049,WA,Pacific County,7,3578,3169
2587,47161,TN,Stewart County,3,2144,1277
2588,8049,CO,Grand County,8,1220,9568
2589,2100,AK,Haines Borough,9,257,6070
2590,47141,TN,Putnam County,4,14046,2142
2591,13027,GA,Brooks County,3,3854,1289
2592,48297,TX,Live Oak County,6,1874,2794
2593,41045,OR,Malheur County,6,6222,25719
2594,51683,VA,Manassas city,1,3980,
2595,13029,GA,Bryan County,2,3456,2443
2596,27115,MN,Pine County,6,3306,3716
2597,48203,TX,Harrison County,4,11328,2528
2598,37039,NC,Cherokee County,9,5057,1209
2599,17013,IL,Calhoun County,1,585,1861
2600,39145,OH,Scioto County,4,16051,1596
2601,26143,MI,Roscommon County,7,4129,1502
2602,35061,NM,Valencia County,2,13746,2765
2603,19179,IA,Wapello County,5,5634,436
2604,55003,WI,Ashland County,7,2179,5941
2605,45033,SC,Dillon County,6,7757,1053
2606,29143,MO,New Madrid County,7,4381,1808
2607,1073,AL,Jefferson County,1,98463,2911
2608,48257,TX,Kaufman County,1,13328,2090
2609,40037,OK,Creek County,2,10895,2512
2610,48319,TX,Mason County,9,543,1152
2611,20191,KS,Sumner County,2,3091,1407
2612,29187,MO,St. Francois County,4,9726,1172
2613,22031,LA,De Soto Parish,2,5669,2317
2614,42003,PA,Allegheny County,1,137017,1929
2615,47165,TN,Sumner County,1,17288,1407
2616,37017,NC,Bladen County,6,8794,2298
2617,17173,IL,Shelby County,6,2521,2030
2618,18075,IN,Jay County,6,2878,994
2619,13063,GA,Clayton County,1,57057,1661
2620,29079,MO,Grundy County,7,1680,1115
2621,31003,NE,Antelope County,9,707,2223
2622,19085,IA,Harrison County,2,1518,2528
2623,17055,IL,Franklin County,5,8276,1877
2624,5017,AR,Chicot County,7,3066,1789
2625,13073,GA,Columbia County,2,10512,1783
2626,30067,MT,Park County,7,1877,18044
2627,55059,WI,Kenosha County,1,21222,1954
2628,2282,AK,Yakutat Borough,9,101,24509
2629,39091,OH,Logan County,4,5420,1108
2630,18125,IN,Pike County,6,1392,2043
2631,48059,TX,Callahan County,3,2032,2334
2632,30077,MT,Powell County,7,929,6042
2633,1023,AL,Choctaw County,9,2910,2385
2634,47045,TN,Dyer County,5,7402,1364
2635,8089,CO,Otero County,6,4209,17162
2636,21159,KY,Martin County,8,4115,1890
2637,24011,MD,Caroline County,6,4955,1379
2638,28091,MS,Marion County,6,6614,3093
2639,51690,VA,Martinsville city,4,3035,28.51022
2640,51685,VA,Manassas Park city,1,1231,
2641,51047,VA,Culpeper County,6,4766,990
2642,29183,MO,St. Charles County,1,20198,1534
2643,47011,TN,Bradley County,3,14448,859
2644,48361,TX,Orange County,2,11751,2455
2645,31079,NE,Hall County,5,7652,1112
2646,19137,IA,Montgomery County,6,1287,1313
2647,41011,OR,Coos County,5,10946,4743
2648,20027,KS,Clay County,7,819,571
2649,13233,GA,Polk County,6,7609,5174
2650,44001,RI,Bristol County,1,3833,1790
2651,34029,NJ,Ocean County,1,64493,2372
2652,12043,FL,Glades County,6,2672,2555
2653,13271,GA,Telfair County,7,3916,1150
2654,27081,MN,Lincoln County,9,721,27549
2655,21057,KY,Cumberland County,9,1679,3152
2656,51750,VA,Radford city,3,3931,
2657,51710,VA,Norfolk city,1,45219,
2658,34027,NJ,Morris County,1,26615,1247
2659,48105,TX,Crockett County,7,612,7271
2660,34035,NJ,Somerset County,1,17318,10607
2661,39067,OH,Harrison County,6,2521,2528
2662,12085,FL,Martin County,2,17584,1890
2663,53069,WA,Wahkiakum County,8,523,743
2664,27009,MN,Benton County,3,3345,1759
2665,30087,MT,Rosebud County,9,1525,13020
2666,16011,ID,Bingham County,6,6181,5491
2667,46067,SD,Hutchinson County,8,872,2318
2668,47115,TN,Marion County,2,5157,3093
2669,48009,TX,Archer County,3,909,2398
2670,42055,PA,Franklin County,4,13779,1877
2671,26005,MI,Allegan County,4,10303,4748
2672,50011,VT,Franklin County,3,5053,1877
2673,20151,KS,Pratt County,7,1048,1906
2674,34011,NJ,Cumberland County,3,26321,3152
2675,40033,OK,Cotton County,6,994,1663
2676,21043,KY,Carter County,6,5932,8672
2677,21211,KY,Shelby County,1,5178,2030
2678,51183,VA,Sussex County,1,2070,3097
2679,21019,KY,Boyd County,2,8356,419
2680,31063,NE,Frontier County,9,312,2438
2681,5095,AR,Monroe County,7,1909,9679
2682,51530,VA,Buena Vista city,6,975,17.573303
2683,16071,ID,Oneida County,8,563,3256
2684,28151,MS,Washington County,5,15883,8430
2685,18025,IN,Crawford County,8,1797,1926
2686,25003,MA,Berkshire County,3,13182,2451
2687,20029,KS,Cloud County,7,1142,1861
2688,13215,GA,Muscogee County,2,41006,572
2689,16029,ID,Caribou County,6,769,4658
2690,22069,LA,Natchitoches Parish,6,11773,3365
2691,22025,LA,Catahoula Parish,9,2485,1915
2692,13265,GA,Taliaferro County,8,457,506
2693,17089,IL,Kane County,1,55134,10641
2694,48375,TX,Potter County,3,25040,2801
2695,31033,NE,Cheyenne County,7,935,3099
2696,21051,KY,Clay County,7,7945,571
2697,37095,NC,Hyde County,9,1067,3688
2698,22087,LA,St. Bernard Parish,1,10604,11929
2699,51730,VA,Petersburg city,1,7884,
2700,5021,AR,Clay County,7,2807,571
2701,18099,IN,Marshall County,6,5490,1614
2702,51161,VA,Roanoke County,2,6774,650
2703,37181,NC,Vance County,4,10552,699
2704,21189,KY,Owsley County,9,1980,513
2705,35039,NM,Rio Arriba County,6,8953,15171
2706,19095,IA,Iowa County,8,1156,1989
2707,5027,AR,Columbia County,7,5330,1783
2708,17135,IL,Montgomery County,6,4220,1313
2709,51093,VA,Isle of Wight County,1,3430,940
2710,51007,VA,Amelia County,1,1328,929
2711,55045,WI,Green County,6,3002,1514
2712,17093,IL,Kendall County,1,5778,1717
2713,12109,FL,St. Johns County,1,17838,2127
2714,8057,CO,Jackson County,9,191,7257
2715,48373,TX,Polk County,6,8845,5174
2716,1093,AL,Marion County,8,5386,3093
2717,21009,KY,Barren County,6,9397,1272
2718,19187,IA,Webster County,5,4874,556
2719,18165,IN,Vermillion County,3,2039,673
2720,25017,MA,Middlesex County,1,117964,2195
2721,22039,LA,Evangeline Parish,6,9463,1760
2722,1009,AL,Blount County,1,8033,1468
2723,30007,MT,Broadwater County,9,604,3209
2724,45003,SC,Aiken County,2,28039,2798
2725,54033,WV,Harrison County,5,9851,2528
2726,47139,TN,Polk County,3,2670,5174
2727,21181,KY,Nicholas County,8,1376,1695
2728,19109,IA,Kossuth County,7,1696,2524
2729,17185,IL,Wabash County,6,1529,420.98
2730,31135,NE,Perkins County,9,301,7487
2731,45085,SC,Sumter County,3,21320,2365
2732,48201,TX,Harris County,1,752261,4604
2733,46013,SD,Brown County,5,4025,2478
2734,40145,OK,Wagoner County,2,8725,591
2735,22083,LA,Richland Parish,6,5299,1462
2736,16059,ID,Lemhi County,7,1351,11835
2737,1101,AL,Montgomery County,2,40760,1313
2738,19141,IA,O'Brien County,7,1381,1485
2739,37197,NC,Yadkin County,2,5202,338
2740,36003,NY,Allegany County,7,7836,1113
2741,19101,IA,Jefferson County,7,2311,2911
2742,22017,LA,Caddo Parish,2,63909,2427
2743,22119,LA,Webster Parish,6,9276,615
2744,48003,TX,Andrews County,6,2073,3888
2745,37045,NC,Cleveland County,4,19594,1214
2746,20179,KS,Sheridan County,9,284,6545
2747,48369,TX,Parmer County,7,1500,2293
2748,13035,GA,Butts County,1,3586,492
2749,48085,TX,Collin County,1,58619,2294
2750,46027,SD,Clay County,6,2393,571
2751,1039,AL,Covington County,7,7228,2704
2752,17191,IL,Wayne County,7,2272,1741
2753,1071,AL,Jackson County,6,9007,7257
2754,53023,WA,Garfield County,8,308,13489
2755,13289,GA,Twiggs County,3,1893,940
2756,47067,TN,Hancock County,8,1983,6089
2757,20077,KS,Harper County,8,809,2696
2758,36039,NY,Greene County,6,7278,1616
2759,37013,NC,Beaufort County,6,8925,2390
2760,13315,GA,Wilcox County,9,2115,2350
2761,31115,NE,Loup County,9,94,1479
2762,55043,WI,Grant County,6,7919,11731
2763,8013,CO,Boulder County,2,33749,1946
2764,19003,IA,Adams County,9,452,3548
2765,28029,MS,Copiah County,2,7517,2019
2766,48041,TX,Brazos County,3,51022,1531
2767,5097,AR,Montgomery County,8,1956,1313
2768,31077,NE,Greeley County,9,333,1478
2769,17073,IL,Henry County,2,5556,1023
2770,48433,TX,Stonewall County,8,217,2383
2771,54041,WV,Lewis County,7,2939,6310
2772,27077,MN,Lake of the Woods County,9,408,4597
2773,16049,ID,Idaho County,6,2531,22021
2774,55047,WI,Green Lake County,6,2153,985
2775,33001,NH,Belknap County,4,5949,1214
2776,35051,NM,Sierra County,6,2940,10972
2777,39057,OH,Greene County,2,18975,1616
2778,5043,AR,Drew County,7,3387,2164
2779,55141,WI,Wood County,4,7088,377
2780,38045,ND,LaMoure County,9,468,2981
2781,20197,KS,Wabaunsee County,3,549,2071
2782,55135,WI,Waupaca County,6,5318,765
2783,6019,CA,Fresno County,2,245131,15585
2784,22065,LA,Madison Parish,7,4103,1685
2785,21011,KY,Bath County,8,3034,1384
2786,18017,IN,Cass County,4,4648,6253
2787,17035,IL,Cumberland County,9,1323,3152
2788,5149,AR,Yell County,6,3817,949
2789,8123,CO,Weld County,3,33377,10416
2790,48055,TX,Caldwell County,1,6552,1228
2791,55131,WI,Washington County,1,7496,8430
2792,21147,KY,McCreary County,9,6168,1115
2793,53003,WA,Asotin County,3,3225,1659
2794,54045,WV,Logan County,6,8075,1108
2795,48097,TX,Cooke County,6,5330,2328
2796,21165,KY,Menifee County,9,1513,534
2797,48015,TX,Austin County,1,4213,1700
2798,41007,OR,Clatsop County,4,4919,2809
2799,26037,MI,Clinton County,2,6509,2895
2800,1033,AL,Colbert County,3,8982,1615
2801,56005,WY,Campbell County,5,4067,12436
2802,16003,ID,Adams County,8,580,3548
2803,17139,IL,Moultrie County,6,1444,892
2804,51035,VA,Carroll County,6,4775,2570
2805,51099,VA,King George County,8,1728,486
2806,29055,MO,Crawford County,6,4449,1926
2807,20155,KS,Reno County,4,8844,3293
2808,45043,SC,Georgetown County,4,9222,2681
2809,19029,IA,Cass County,6,1654,6253
2810,6089,CA,Shasta County,3,30359,9956
2811,39075,OH,Holmes County,7,5041,1266
2812,35019,NM,Guadalupe County,7,955,7852
2813,47127,TN,Moore County,9,678,1828
2814,55107,WI,Rusk County,6,1920,2431
2815,42079,PA,Luzerne County,2,44618,2349
2816,39097,OH,Madison County,1,4576,9331
2817,31091,NE,Hooker County,9,56,1869
2818,49053,UT,Washington County,3,19795,8430
2819,21117,KY,Kenton County,1,20493,426
2820,13177,GA,Lee County,3,3190,3139
2821,20145,KS,Pawnee County,7,840,1121
2822,55139,WI,Winnebago County,3,18883,
2823,48437,TX,Swisher County,6,1511,2333
2824,17101,IL,Lawrence County,7,2566,1860
2825,51197,VA,Wythe County,6,4135,465
2826,25015,MA,Hampshire County,2,16535,1413
2827,22103,LA,St. Tammany Parish,1,24598,2212
2828,28041,MS,Greene County,8,2642,1616
2829,51053,VA,Dinwiddie County,1,3565,1313
2830,29101,MO,Johnson County,4,7187,10812
2831,55023,WI,Crawford County,7,2212,1926
2832,26151,MI,Sanilac County,6,6359,4119
2833,54021,WV,Gilmer County,9,1706,1118
2834,30023,MT,Deer Lodge County,7,1574,1920
2835,5109,AR,Pike County,9,1927,2043
2836,31113,NE,Logan County,9,79,1108
2837,20149,KS,Pottawatomie County,6,1917,2055
2838,55011,WI,Buffalo County,8,1369,1838
2839,19189,IA,Winnebago County,7,1072,
2840,37071,NC,Gaston County,1,33562,942
2841,37001,NC,Alamance County,3,25014,1126
2842,40151,OK,Woods County,7,1105,1290
2843,4013,AZ,Maricopa County,1,624923,23891
2844,53019,WA,Ferry County,9,1602,5847
2845,48081,TX,Coke County,8,501,2403
2846,8027,CO,Custer County,8,605,12786
2847,4023,AZ,Santa Cruz County,4,9569,3207
2848,28101,MS,Newton County,7,4563,2132
2849,28097,MS,Montgomery County,7,2433,1313
2850,31001,NE,Adams County,5,3835,3548
2851,16083,ID,Twin Falls County,5,11954,4995
2852,17077,IL,Jackson County,5,12930,7257
2853,31097,NE,Johnson County,8,520,10812
2854,39129,OH,Pickaway County,1,6905,1313
2855,40149,OK,Washita County,7,1784,1009
2856,13045,GA,Carroll County,1,16713,2570
2857,22095,LA,St. John the Baptist Parish,1,7959,901
2858,42035,PA,Clinton County,6,6543,2895
2859,31069,NE,Garden County,9,308,4483
2860,39039,OH,Defiance County,4,3876,1073
2861,53053,WA,Pierce County,1,102303,4679
2862,13143,GA,Haralson County,1,5306,733
2863,42127,PA,Wayne County,6,6427,1741
2864,27039,MN,Dodge County,3,1560,2349
2865,39025,OH,Clermont County,1,21281,1185
2866,19195,IA,Worth County,9,662,
2867,55017,WI,Chippewa County,3,7042,6988
2868,17069,IL,Hardin County,9,857,1544
2869,46077,SD,Kingsbury County,9,457,2237
2870,51181,VA,Surry County,1,876,1393
2871,34039,NJ,Union County,1,58425,5280
2872,8045,CO,Garfield County,5,5276,13489
2873,30085,MT,Roosevelt County,7,2659,6137
2874,28087,MS,Lowndes County,5,12346,1338
2875,40147,OK,Washington County,4,7333,8430
2876,37171,NC,Surry County,4,12102,1393
2877,48007,TX,Aransas County,2,4751,1367
2878,35025,NM,Lea County,5,12179,11380
2879,17103,IL,Lee County,4,4148,3139
2880,46061,SD,Hanson County,8,282,1128
2881,48163,TX,Frio County,6,4005,2983
2882,53025,WA,Grant County,4,14842,11731
2883,37151,NC,Randolph County,2,20481,2693
2884,13217,GA,Newton County,1,18463,2132
2885,36043,NY,Herkimer County,2,9968,3777
2886,31173,NE,Thurston County,8,1777,2004
2887,5081,AR,Little River County,6,2148,1463
2888,29115,MO,Linn County,7,1927,5983
2889,38005,ND,Benson County,9,1961,3728
2890,27123,MN,Ramsey County,1,73203,441
2891,47057,TN,Grainger County,3,4563,783
2892,55053,WI,Jackson County,6,2132,7257
2893,50023,VT,Washington County,4,6080,8430
2894,17141,IL,Ogle County,4,5167,1977
2895,35009,NM,Curry County,5,9216,5150
2896,47179,TN,Washington County,3,18319,8430
2897,6011,CA,Colusa County,6,2375,2995
2898,22081,LA,Red River Parish,6,2194,1041
2899,17039,IL,De Witt County,6,1686,1030
2900,40133,OK,Seminole County,7,5562,893
2901,49057,UT,Weber County,2,26535,1705
2902,37093,NC,Hoke County,2,10177,1016
2903,6033,CA,Lake County,4,13065,3443
2904,45035,SC,Dorchester County,2,14329,2546
2905,8107,CO,Routt County,7,1766,6133
2906,18151,IN,Steuben County,7,3493,3637
2907,13037,GA,Calhoun County,8,1541,1861
2908,5033,AR,Crawford County,2,10322,1926
2909,6043,CA,Mariposa County,8,3077,3789
2910,19105,IA,Jones County,3,2012,2517
2911,42113,PA,Sullivan County,8,768,2582
2912,28089,MS,Madison County,2,12426,9331
2913,31171,NE,Thomas County,9,99,1430
2914,31095,NE,Jefferson County,7,757,2911
2915,55037,WI,Florence County,9,540,2082
2916,31119,NE,Madison County,5,4867,9331
2917,55007,WI,Bayfield County,8,1821,5288
2918,22093,LA,St. James Parish,6,4038,668
2919,31027,NE,Cedar County,9,803,1291
2920,47021,TN,Cheatham County,1,4375,795
2921,33003,NH,Carroll County,8,4896,2570
2922,19143,IA,Osceola County,7,625,3901
2923,29227,MO,Worth County,9,279,
2924,42059,PA,Greene County,6,5362,1616
2925,17105,IL,Livingston County,4,4823,1516
2926,1003,AL,Baldwin County,4,24005,5250
2927,40071,OK,Kay County,5,7252,2448
2928,18015,IN,Carroll County,3,2033,2570
2929,30089,MT,Sanders County,8,2005,7226
2930,26133,MI,Osceola County,7,4325,3901
2931,53077,WA,Yakima County,3,44819,11168
2932,47135,TN,Perry County,8,1728,887
2933,29087,MO,Holt County,8,612,6262
2934,36063,NY,Niagara County,1,26152,2952
2935,22059,LA,La Salle Parish,6,2653,1716
2936,54087,WV,Roane County,6,3100,1253
2937,30079,MT,Prairie County,9,140,4513
2938,38029,ND,Emmons County,8,455,4027
2939,17149,IL,Pike County,7,2506,2043
2940,17189,IL,Washington County,6,1290,8430
2941,26065,MI,Ingham County,2,54343,1453
2942,12005,FL,Bay County,3,26845,1634
2943,17119,IL,Madison County,1,34772,9331
2944,28079,MS,Leake County,6,5218,1516
2945,29005,MO,Atchison County,9,665,1127
2946,18037,IN,Dubois County,7,2730,1127
2947,26115,MI,Monroe County,3,14819,9679
2948,34001,NJ,Atlantic County,2,37734,1739
2949,20181,KS,Sherman County,7,841,2153
2950,48317,TX,Martin County,6,738,1890
2951,48327,TX,Menard County,8,446,2337
2952,26163,MI,Wayne County,1,395250,1741
2953,28011,MS,Bolivar County,5,10927,2346
2954,28027,MS,Coahoma County,5,9567,1510
2955,41071,OR,Yamhill County,1,11607,1860
2956,29039,MO,Cedar County,6,2739,1291
2957,39003,OH,Allen County,3,15101,1710
2958,29105,MO,Laclede County,6,5480,1989
2959,31031,NE,Cherry County,7,685,15565
2960,27093,MN,Meeker County,6,1604,
2961,55029,WI,Door County,6,2250,6138
2962,55071,WI,Manitowoc County,4,7229,3869
2963,30103,MT,Treasure County,8,71,2549
2964,21129,KY,Lee County,9,2487,3139
2965,19025,IA,Calhoun County,9,1138,1861
2966,48353,TX,Nolan County,6,2697,2367
2967,30011,MT,Carter County,9,164,8672
2968,48175,TX,Goliad County,3,1059,2226
2969,48425,TX,Somervell County,8,931,497
2970,48217,TX,Hill County,6,5542,7553
2971,35057,NM,Torrance County,2,4001,8666
2972,31149,NE,Rock County,9,186,1881
2973,23025,ME,Somerset County,6,9749,10607
2974,48111,TX,Dallam County,7,793,3899
2975,21145,KY,McCracken County,5,11962,694
2976,13321,GA,Worth County,3,4334,
2977,31061,NE,Franklin County,9,393,1877
2978,49051,UT,Wasatch County,6,1668,3132
2979,54067,WV,Nicholas County,6,5359,1695
2980,48031,TX,Blanco County,8,1207,1848
2981,32510,NV,Carson City,3,6727,407.25709
2982,37079,NC,Greene County,3,4422,1616
2983,4009,AZ,Graham County,6,7854,12020
2984,21067,KY,Fayette County,2,54406,1731
2985,16037,ID,Custer County,9,639,12786
2986,49039,UT,Sanpete County,6,4520,4151
2987,19161,IA,Sac County,9,1124,1498
2988,29015,MO,Benton County,9,3330,1759
2989,51770,VA,Roanoke city,2,21886,
2990,36119,NY,Westchester County,1,95327,1295
2991,21103,KY,Henry County,1,2886,1023
2992,6051,CA,Mono County,7,1583,8111
2993,13021,GA,Bibb County,3,38547,1622
2994,51059,VA,Fairfax County,1,67736,1053
2995,19175,IA,Union County,6,1586,5280
2996,13031,GA,Bulloch County,4,16650,1784
2997,51001,VA,Accomack County,7,6493,3393
2998,54053,WV,Mason County,6,4671,1152
2999,21083,KY,Graves County,7,7571,1441
3000,48347,TX,Nacogdoches County,5,15402,2540
3001,29017,MO,Bollinger County,9,2076,1609
3002,48287,TX,Lee County,6,2105,3139
3003,20157,KS,Republic County,9,524,1866
3004,29186,MO,Ste. Genevieve County,6,2069,1318
3005,49005,UT,Cache County,3,15209,3038
3006,37023,NC,Burke County,2,15310,1334
3007,48429,TX,Stephens County,7,1876,2308
3008,40043,OK,Dewey County,9,623,6334
3009,19043,IA,Clayton County,8,1709,1661
3010,32021,NV,Mineral County,7,801,9876
3011,47065,TN,Hamilton County,2,47050,4682
3012,13245,GA,Richmond County,2,48929,851
3013,53061,WA,Snohomish County,1,62396,5689
3014,18177,IN,Wayne County,5,10859,1741
3015,36083,NY,Rensselaer County,2,17978,1723
3016,6039,CA,Madera County,3,30029,5577
3017,40115,OK,Ottawa County,6,5858,4227
3018,39103,OH,Medina County,1,11394,3456
3019,42081,PA,Lycoming County,3,16033,3221
3020,35013,NM,Dona Ana County,3,53719,9888
3021,12127,FL,Volusia County,2,73420,
3022,45053,SC,Jasper County,6,5570,2511
3023,13075,GA,Cook County,6,4268,4235
3024,31101,NE,Keith County,7,1019,2874
3025,13019,GA,Berrien County,6,4179,4096
3026,48247,TX,Jim Hogg County,6,1431,2943
3027,29091,MO,Howell County,7,8110,2404
3028,22111,LA,Union Parish,3,4422,2345
3029,29037,MO,Cass County,1,8792,6253
3030,48357,TX,Ochiltree County,7,1170,2378
3031,38087,ND,Slope County,9,86,3158
3032,22091,LA,St. Helena Parish,2,2558,1060
3033,27119,MN,Polk County,3,4410,5174
3034,48103,TX,Crane County,6,488,2035
3035,1129,AL,Washington County,8,3018,8430
3036,39051,OH,Fulton County,2,3719,1385
3037,23019,ME,Penobscot County,3,21460,9210
3038,13225,GA,Peach County,6,5522,392
3039,12129,FL,Wakulla County,2,3728,736
3040,41067,OR,Washington County,1,51702,8430
3041,18145,IN,Shelby County,1,5340,2030
3042,42053,PA,Forest County,9,1172,2710
3043,19017,IA,Bremer County,3,1557,1139
3044,21179,KY,Nelson County,1,5236,1228
3045,19191,IA,Winneshiek County,7,1709,690
3046,12047,FL,Hamilton County,6,3363,4682
3047,48501,TX,Yoakum County,7,1025,2072
3048,45067,SC,Marion County,6,7915,3093
3049,21059,KY,Daviess County,3,15895,1234
3050,26101,MI,Manistee County,7,3255,3317
3051,13149,GA,Heard County,1,2227,780
3052,19065,IA,Fayette County,6,2449,1731
3053,45015,SC,Berkeley County,2,25313,3181
3054,21017,KY,Bourbon County,2,3466,1655
3055,37195,NC,Wilson County,4,17798,583
3056,6041,CA,Marin County,1,19932,2145
3057,5111,AR,Poinsett County,3,5352,1977
3058,29207,MO,Stoddard County,7,5545,2147
3059,49013,UT,Duchesne County,6,2765,8433
3060,47055,TN,Giles County,6,4751,1583
3061,18023,IN,Clinton County,6,4317,2895
3062,29047,MO,Clay County,1,19868,571
3063,22045,LA,Iberia Parish,4,16885,2670
3064,48193,TX,Hamilton County,6,1229,4682
3065,21069,KY,Fleming County,7,3066,910
3066,29219,MO,Warren County,1,3935,2413
3067,37143,NC,Perquimans County,9,2239,852
3068,42031,PA,Clarion County,6,5628,1577
3069,1069,AL,Houston County,3,19878,3203
3070,18169,IN,Wabash County,6,3428,420.98
3071,48079,TX,Cochran County,9,665,2008
3072,29003,MO,Andrew County,3,1657,1131
3073,54035,WV,Jackson County,6,4546,7257
3074,27165,MN,Watonwan County,7,1216,440
3075,40029,OK,Coal County,9,1222,1350
3076,27111,MN,Otter Tail County,6,5976,5762
3077,51830,VA,Williamsburg city,1,2275,23.514674
3078,48191,TX,Hall County,9,795,1112
3079,51021,VA,Bland County,8,800,929
3080,39009,OH,Athens County,4,16044,1317
3081,8005,CO,Arapahoe County,1,56898,2086
3082,39049,OH,Franklin County,1,205476,1877
3083,46017,SD,Buffalo County,9,804,1838
3084,17023,IL,Clark County,6,1884,20955
3085,47027,TN,Clay County,8,1681,571
3086,26145,MI,Saginaw County,3,33068,2113
3087,41025,OR,Harney County,7,1171,26486
3088,51157,VA,Rappahannock County,8,729,691
3089,39063,OH,Hancock County,4,7385,6089
3090,17115,IL,Macon County,3,17760,1345
3091,29103,MO,Knox County,9,728,2958
3092,51137,VA,Orange County,6,3212,2455
