d3mIndex,FIPS,State,Area,RUCCode,POVALL_2016,population
2468,18035,IN,Delaware County,3,23202,46722
2469,8031,CO,Denver County,1,95232,
2470,30051,MT,Liberty County,9,467,76907
2471,13015,GA,Bartow County,1,15442,101273
2472,29211,MO,Sullivan County,9,1049,76665
2473,20085,KS,Jackson County,3,1173,208545
2474,38105,ND,Williams County,7,2292,29595
2475,47185,TN,White County,7,4624,78483
2476,25027,MA,Worcester County,2,75902,809106
2477,37125,NC,Moore County,4,10766,91587
2478,18097,IN,Marion County,1,173996,323614
2479,1081,AL,Lee County,3,28139,661115
2480,19171,IA,Tama County,6,2063,17576
2481,13319,GA,Wilkinson County,8,1875,9381
2482,48223,TX,Hopkins County,6,5492,35565
2483,27127,MN,Redwood County,7,1359,15744
2484,22077,LA,Pointe Coupee Parish,2,4332,22499
2485,21089,KY,Greenup County,2,6131,36519
2486,12115,FL,Sarasota County,2,43904,390429
2487,17157,IL,Randolph County,6,3850,29415
2488,12086,FL,Miami-Dade County,1,487700,2617176
2489,20171,KS,Scott County,7,370,22015
2490,27091,MN,Martin County,7,2363,20422
2491,21097,KY,Harrison County,6,2820,196500
2492,13179,GA,Liberty County,3,9184,76907
2493,28003,MS,Alcorn County,7,6175,37316
2494,48453,TX,Travis County,1,143948,1120954
2495,29145,MO,Newton County,3,8251,8064
2496,26063,MI,Huron County,7,4409,32224
2497,39115,OH,Morgan County,6,2714,119787
2498,29157,MO,Perry County,7,1941,28010
2499,48385,TX,Real County,9,609,3350
2500,26051,MI,Gladwin County,6,4459,25493
2501,31103,NE,Keya Paha County,9,127,790
2502,26055,MI,Grand Traverse County,5,8985,89987
2503,51510,VA,Alexandria city,1,16096,
2504,2150,AK,Kodiak Island Borough,7,991,14135
2505,23003,ME,Aroostook County,7,10804,70055
2506,19063,IA,Emmet County,7,1002,33140
2507,36061,NY,New York County,1,274651,
2508,41037,OR,Lake County,7,1122,63860
2509,48471,TX,Walker County,4,12123,65998
2510,39137,OH,Putnam County,6,2796,72577
2511,5055,AR,Greene County,6,6709,68267
2512,22067,LA,Morehouse Parish,6,7237,27057
2513,20103,KS,Leavenworth County,1,6464,78185
2514,20093,KS,Kearny County,9,444,3923
2515,19081,IA,Hancock County,7,947,54845
2516,29109,MO,Lawrence County,6,5613,33587
2517,25007,MA,Dukes County,7,1302,17256
2518,13249,GA,Schley County,8,942,5089
2519,55115,WI,Shawano County,6,4794,41643
2520,46081,SD,Lawrence County,6,2907,33587
2521,38025,ND,Dunn County,9,420,44122
2522,47025,TN,Claiborne County,6,7735,31560
2523,37149,NC,Polk County,8,2912,31569
2524,27153,MN,Todd County,6,2978,24382
2525,20025,KS,Clark County,9,231,2027868
2526,19091,IA,Humboldt County,7,928,134493
2527,55021,WI,Columbia County,2,4561,49344
2528,48013,TX,Atascosa County,1,7867,47093
2529,31071,NE,Garfield County,9,249,5083
2530,48355,TX,Nueces County,2,53441,352107
2531,48323,TX,Maverick County,5,13759,55932
2532,48227,TX,Howard County,5,5478,304580
2533,17127,IL,Massac County,7,2972,15073
2534,5133,AR,Sevier County,7,3465,20852
2535,1077,AL,Lauderdale County,3,13739,92797
2536,54009,WV,Brooke County,3,2955,23737
2537,18045,IN,Fountain County,6,2145,16880
2538,2290,AK,Yukon-Koyukuk Census Area,8,1266,5695
2539,55091,WI,Pepin County,8,823,7360
2540,24039,MD,Somerset County,3,4992,51706
2541,48147,TX,Fannin County,6,5015,23760
2542,48377,TX,Presidio County,7,1677,7201
2543,36011,NY,Cayuga County,4,9236,79477
2544,22097,LA,St. Landry Parish,4,21994,83454
2545,27033,MN,Cottonwood County,7,1346,11616
2546,6071,CA,San Bernardino County,1,369012,2088371
2547,13261,GA,Sumter County,6,8290,13361
2548,31065,NE,Furnas County,9,656,4865
2549,13239,GA,Quitman County,9,632,7803
2550,48159,TX,Franklin County,8,1659,71221
2551,36069,NY,Ontario County,1,10240,109103
2552,27161,MN,Waseca County,7,1661,19098
2553,29085,MO,Hickory County,8,1767,9305
2554,46063,SD,Harding County,9,143,1262
2555,51071,VA,Giles County,3,2032,28746
2556,39079,OH,Jackson County,7,5780,208545
2557,29127,MO,Marion County,5,4000,323614
2558,25013,MA,Hampden County,2,74898,467319
2559,28043,MS,Grenada County,7,4720,21612
2560,41031,OR,Jefferson County,6,3838,659479
2561,48241,TX,Jasper County,6,6652,35649
2562,31057,NE,Dundy County,9,223,1981
2563,24023,MD,Garrett County,6,3692,29889
2564,29131,MO,Miller County,6,4040,25092
2565,48045,TX,Briscoe County,9,226,1537
2566,20143,KS,Ottawa County,9,618,272701
2567,18119,IN,Owen County,3,2827,21201
2568,6107,CA,Tulare County,2,112387,454143
2569,18083,IN,Knox County,4,5952,39550
2570,56029,WY,Park County,7,3173,29227
2571,22099,LA,St. Martin Parish,3,9830,52936
2572,53039,WA,Klickitat County,6,3269,20866
2573,47047,TN,Fayette County,1,5655,45599
2574,24047,MD,Worcester County,4,5792,809106
2575,21157,KY,Marshall County,7,3734,94760
2576,40063,OK,Hughes County,7,2978,13823
2577,21151,KY,Madison County,4,17680,7712
2578,22121,LA,West Baton Rouge Parish,2,4231,24573
2579,29031,MO,Cape Girardeau County,5,11371,77320
2580,48149,TX,Fayette County,6,2750,45599
2581,20005,KS,Atchison County,6,2398,16749
2582,5075,AR,Lawrence County,6,3207,33587
2583,55067,WI,Langlade County,6,2681,19575
2584,19135,IA,Monroe County,7,968,76351
2585,18053,IN,Grant County,4,12585,7283
2586,53049,WA,Pacific County,7,3578,20498
2587,47161,TN,Stewart County,3,2144,13362
2588,8049,CO,Grand County,8,1220,9360
2589,2100,AK,Haines Borough,9,257,2592
2590,47141,TN,Putnam County,4,14046,72577
2591,13027,GA,Brooks County,3,3854,15516
2592,48297,TX,Live Oak County,6,1874,11867
2593,41045,OR,Malheur County,6,6222,30479
2594,51683,VA,Manassas city,1,3980,
2595,13029,GA,Bryan County,2,3456,44244
2596,27115,MN,Pine County,6,3306,29104
2597,48203,TX,Harrison County,4,11328,196500
2598,37039,NC,Cherokee County,9,5057,27218
2599,17013,IL,Calhoun County,1,585,135012
2600,39145,OH,Scioto County,4,16051,78153
2601,26143,MI,Roscommon County,7,4129,24014
2602,35061,NM,Valencia County,2,13746,76284
2603,19179,IA,Wapello County,5,5634,35391
2604,55003,WI,Ashland County,7,2179,16016
2605,45033,SC,Dillon County,6,7757,31229
2606,29143,MO,New Madrid County,7,4381,18365
2607,1073,AL,Jefferson County,1,98463,659479
2608,48257,TX,Kaufman County,1,13328,108568
2609,40037,OK,Creek County,2,10895,70470
2610,48319,TX,Mason County,9,543,27126
2611,20191,KS,Sumner County,2,3091,168888
2612,29187,MO,St. Francois County,4,9726,66215
2613,22031,LA,De Soto Parish,2,5669,27083
2614,42003,PA,Allegheny County,1,137017,1231527
2615,47165,TN,Sumner County,1,17288,168888
2616,37017,NC,Bladen County,6,8794,34843
2617,17173,IL,Shelby County,6,2521,939465
2618,18075,IN,Jay County,6,2878,21330
2619,13063,GA,Clayton County,1,57057,15402
2620,29079,MO,Grundy County,7,1680,50228
2621,31003,NE,Antelope County,9,707,6456
2622,19085,IA,Harrison County,2,1518,196500
2623,17055,IL,Franklin County,5,8276,71221
2624,5017,AR,Chicot County,7,3066,11335
2625,13073,GA,Columbia County,2,10512,49344
2626,30067,MT,Park County,7,1877,29227
2627,55059,WI,Kenosha County,1,21222,167757
2628,2282,AK,Yakutat Borough,9,101,642
2629,39091,OH,Logan County,4,5420,35987
2630,18125,IN,Pike County,6,1392,63380
2631,48059,TX,Callahan County,3,2032,13525
2632,30077,MT,Powell County,7,929,6993
2633,1023,AL,Choctaw County,9,2910,13426
2634,47045,TN,Dyer County,5,7402,38213
2635,8089,CO,Otero County,6,4209,65616
2636,21159,KY,Martin County,8,4115,20422
2637,24011,MD,Caroline County,6,4955,29298
2638,28091,MS,Marion County,6,6614,323614
2639,51690,VA,Martinsville city,4,3035,13755
2640,51685,VA,Manassas Park city,1,1231,
2641,51047,VA,Culpeper County,6,4766,48506
2642,29183,MO,St. Charles County,1,20198,373495
2643,47011,TN,Bradley County,3,14448,101848
2644,48361,TX,Orange County,2,11751,3114363
2645,31079,NE,Hall County,5,7652,187745
2646,19137,IA,Montgomery County,6,1287,1058810
2647,41011,OR,Coos County,5,10946,31997
2648,20027,KS,Clay County,7,819,10584
2649,13233,GA,Polk County,6,7609,31569
2650,44001,RI,Bristol County,1,3833,552780
2651,34029,NJ,Ocean County,1,64493,583414
2652,12043,FL,Glades County,6,2672,13345
2653,13271,GA,Telfair County,7,3916,16591
2654,27081,MN,Lincoln County,9,721,5245
2655,21057,KY,Cumberland County,9,1679,285456
2656,51750,VA,Radford city,3,3931,
2657,51710,VA,Norfolk city,1,45219,
2658,34027,NJ,Morris County,1,26615,499397
2659,48105,TX,Crockett County,7,612,3807
2660,34035,NJ,Somerset County,1,17318,51706
2661,39067,OH,Harrison County,6,2521,196500
2662,12085,FL,Martin County,2,17584,20422
2663,53069,WA,Wahkiakum County,8,523,4042
2664,27009,MN,Benton County,3,3345,86591
2665,30087,MT,Rosebud County,9,1525,9329
2666,16011,ID,Bingham County,6,6181,45290
2667,46067,SD,Hutchinson County,8,872,21819
2668,47115,TN,Marion County,2,5157,323614
2669,48009,TX,Archer County,3,909,8681
2670,42055,PA,Franklin County,4,13779,71221
2671,26005,MI,Allegan County,4,10303,112531
2672,50011,VT,Franklin County,3,5053,71221
2673,20151,KS,Pratt County,7,1048,9878
2674,34011,NJ,Cumberland County,3,26321,285456
2675,40033,OK,Cotton County,6,994,6152
2676,21043,KY,Carter County,6,5932,1174
2677,21211,KY,Shelby County,1,5178,939465
2678,51183,VA,Sussex County,1,2070,206649
2679,21019,KY,Boyd County,2,8356,48886
2680,31063,NE,Frontier County,9,312,2709
2681,5095,AR,Monroe County,7,1909,76351
2682,51530,VA,Buena Vista city,6,975,6680
2683,16071,ID,Oneida County,8,563,233585
2684,28151,MS,Washington County,5,15883,32190
2685,18025,IN,Crawford County,8,1797,24543
2686,25003,MA,Berkshire County,3,13182,129585
2687,20029,KS,Cloud County,7,1142,9292
2688,13215,GA,Muscogee County,2,41006,202824
2689,16029,ID,Caribou County,6,769,6808
2690,22069,LA,Natchitoches Parish,6,11773,39138
2691,22025,LA,Catahoula Parish,9,2485,10238
2692,13265,GA,Taliaferro County,8,457,1703
2693,17089,IL,Kane County,1,55134,7260
2694,48375,TX,Potter County,3,25040,17497
2695,31033,NE,Cheyenne County,7,935,10091
2696,21051,KY,Clay County,7,7945,10584
2697,37095,NC,Hyde County,9,1067,5721
2698,22087,LA,St. Bernard Parish,1,10604,43482
2699,51730,VA,Petersburg city,1,7884,
2700,5021,AR,Clay County,7,2807,10584
2701,18099,IN,Marshall County,6,5490,94760
2702,51161,VA,Roanoke County,2,6774,93524
2703,37181,NC,Vance County,4,10552,44808
2704,21189,KY,Owsley County,9,1980,4654
2705,35039,NM,Rio Arriba County,6,8953,40072
2706,19095,IA,Iowa County,8,1156,23749
2707,5027,AR,Columbia County,7,5330,49344
2708,17135,IL,Montgomery County,6,4220,1058810
2709,51093,VA,Isle of Wight County,1,3430,35656
2710,51007,VA,Amelia County,1,1328,12745
2711,55045,WI,Green County,6,3002,37090
2712,17093,IL,Kendall County,1,5778,37766
2713,12109,FL,St. Johns County,1,17838,209647
2714,8057,CO,Jackson County,9,191,208545
2715,48373,TX,Polk County,6,8845,31569
2716,1093,AL,Marion County,8,5386,323614
2717,21009,KY,Barren County,6,9397,43027
2718,19187,IA,Webster County,5,4874,8893
2719,18165,IN,Vermillion County,3,2039,15878
2720,25017,MA,Middlesex County,1,117964,1552802
2721,22039,LA,Evangeline Parish,6,9463,33578
2722,1009,AL,Blount County,1,8033,125099
2723,30007,MT,Broadwater County,9,604,5692
2724,45003,SC,Aiken County,2,28039,164176
2725,54033,WV,Harrison County,5,9851,196500
2726,47139,TN,Polk County,3,2670,31569
2727,21181,KY,Nicholas County,8,1376,25965
2728,19109,IA,Kossuth County,7,1696,15321
2729,17185,IL,Wabash County,6,1529,32358
2730,31135,NE,Perkins County,9,301,3037
2731,45085,SC,Sumter County,3,21320,13361
2732,48201,TX,Harris County,1,752261,4336853
2733,46013,SD,Brown County,5,4025,37749
2734,40145,OK,Wagoner County,2,8725,75700
2735,22083,LA,Richland Parish,6,5299,20857
2736,16059,ID,Lemhi County,7,1351,7712
2737,1101,AL,Montgomery County,2,40760,1058810
2738,19141,IA,O'Brien County,7,1381,14044
2739,37197,NC,Yadkin County,2,5202,38038
2740,36003,NY,Allegany County,7,7836,73521
2741,19101,IA,Jefferson County,7,2311,659479
2742,22017,LA,Caddo Parish,2,63909,254887
2743,22119,LA,Webster Parish,6,9276,40678
2744,48003,TX,Andrews County,6,2073,16799
2745,37045,NC,Cleveland County,4,19594,97047
2746,20179,KS,Sheridan County,9,284,29824
2747,48369,TX,Parmer County,7,1500,9965
2748,13035,GA,Butts County,1,3586,23361
2749,48085,TX,Collin County,1,58619,854778
2750,46027,SD,Clay County,6,2393,10584
2751,1039,AL,Covington County,7,7228,37886
2752,17191,IL,Wayne County,7,2272,1775273
2753,1071,AL,Jackson County,6,9007,208545
2754,53023,WA,Garfield County,8,308,5083
2755,13289,GA,Twiggs County,3,1893,8481
2756,47067,TN,Hancock County,8,1983,54845
2757,20077,KS,Harper County,8,809,3813
2758,36039,NY,Greene County,6,7278,68267
2759,37013,NC,Beaufort County,6,8925,171838
2760,13315,GA,Wilcox County,9,2115,11307
2761,31115,NE,Loup County,9,94,576
2762,55043,WI,Grant County,6,7919,7283
2763,8013,CO,Boulder County,2,33749,310048
2764,19003,IA,Adams County,9,452,3828
2765,28029,MS,Copiah County,2,7517,28921
2766,48041,TX,Brazos County,3,51022,203164
2767,5097,AR,Montgomery County,8,1956,1058810
2768,31077,NE,Greeley County,9,333,2494
2769,17073,IL,Henry County,2,5556,49044
2770,48433,TX,Stonewall County,8,217,1432
2771,54041,WV,Lewis County,7,2939,75081
2772,27077,MN,Lake of the Woods County,9,408,3929
2773,16049,ID,Idaho County,6,2531,16116
2774,55047,WI,Green Lake County,6,2153,18959
2775,33001,NH,Belknap County,4,5949,60179
2776,35051,NM,Sierra County,6,2940,11572
2777,39057,OH,Greene County,2,18975,68267
2778,5043,AR,Drew County,7,3387,18785
2779,55141,WI,Wood County,4,7088,86569
2780,38045,ND,LaMoure County,9,468,4166
2781,20197,KS,Wabaunsee County,3,549,7051
2782,55135,WI,Waupaca County,6,5318,52285
2783,6019,CA,Fresno County,2,245131,955272
2784,22065,LA,Madison Parish,7,4103,11927
2785,21011,KY,Bath County,8,3034,4616
2786,18017,IN,Cass County,4,4648,28555
2787,17035,IL,Cumberland County,9,1323,285456
2788,5149,AR,Yell County,6,3817,21893
2789,8123,CO,Weld County,3,33377,269785
2790,48055,TX,Caldwell County,1,6552,81990
2791,55131,WI,Washington County,1,7496,32190
2792,21147,KY,McCreary County,9,6168,17989
2793,53003,WA,Asotin County,3,3225,22110
2794,54045,WV,Logan County,6,8075,35987
2795,48097,TX,Cooke County,6,5330,38467
2796,21165,KY,Menifee County,9,1513,6288
2797,48015,TX,Austin County,1,4213,28847
2798,41007,OR,Clatsop County,4,4919,37244
2799,26037,MI,Clinton County,2,6509,81591
2800,1033,AL,Colbert County,3,8982,54520
2801,56005,WY,Campbell County,5,4067,48176
2802,16003,ID,Adams County,8,580,3828
2803,17139,IL,Moultrie County,6,1444,14876
2804,51035,VA,Carroll County,6,4775,47499
2805,51099,VA,King George County,8,1728,24926
2806,29055,MO,Crawford County,6,4449,24543
2807,20155,KS,Reno County,4,8844,64190
2808,45043,SC,Georgetown County,4,9222,60440
2809,19029,IA,Cass County,6,1654,28555
2810,6089,CA,Shasta County,3,30359,178980
2811,39075,OH,Holmes County,7,5041,19717
2812,35019,NM,Guadalupe County,7,955,4551
2813,47127,TN,Moore County,9,678,91587
2814,55107,WI,Rusk County,6,1920,53622
2815,42079,PA,Luzerne County,2,44618,320103
2816,39097,OH,Madison County,1,4576,7712
2817,31091,NE,Hooker County,9,56,738
2818,49053,UT,Washington County,3,19795,32190
2819,21117,KY,Kenton County,1,20493,163145
2820,13177,GA,Lee County,3,3190,661115
2821,20145,KS,Pawnee County,7,840,2709
2822,55139,WI,Winnebago County,3,18883,290666
2823,48437,TX,Swisher County,6,1511,7763
2824,17101,IL,Lawrence County,7,2566,33587
2825,51197,VA,Wythe County,6,4135,29344
2826,25015,MA,Hampshire County,2,16535,159596
2827,22103,LA,St. Tammany Parish,1,24598,242333
2828,28041,MS,Greene County,8,2642,68267
2829,51053,VA,Dinwiddie County,1,3565,27904
2830,29101,MO,Johnson County,4,7187,8628
2831,55023,WI,Crawford County,7,2212,24543
2832,26151,MI,Sanilac County,6,6359,41823
2833,54021,WV,Gilmer County,9,1706,28579
2834,30023,MT,Deer Lodge County,7,1574,9329
2835,5109,AR,Pike County,9,1927,63380
2836,31113,NE,Logan County,9,79,35987
2837,20149,KS,Pottawatomie County,6,1917,71158
2838,55011,WI,Buffalo County,8,1369,13357
2839,19189,IA,Winnebago County,7,1072,290666
2840,37071,NC,Gaston County,1,33562,209420
2841,37001,NC,Alamance County,3,25014,154378
2842,40151,OK,Woods County,7,1105,9041
2843,4013,AZ,Maricopa County,1,624923,4009412
2844,53019,WA,Ferry County,9,1602,7646
2845,48081,TX,Coke County,8,501,3210
2846,8027,CO,Custer County,8,605,4249
2847,4023,AZ,Santa Cruz County,4,9569,46768
2848,28101,MS,Newton County,7,4563,8064
2849,28097,MS,Montgomery County,7,2433,1058810
2850,31001,NE,Adams County,5,3835,3828
2851,16083,ID,Twin Falls County,5,11954,79957
2852,17077,IL,Jackson County,5,12930,208545
2853,31097,NE,Johnson County,8,520,8628
2854,39129,OH,Pickaway County,1,6905,56304
2855,40149,OK,Washita County,7,1784,11678
2856,13045,GA,Carroll County,1,16713,47499
2857,22095,LA,St. John the Baptist Parish,1,7959,43761
2858,42035,PA,Clinton County,6,6543,81591
2859,31069,NE,Garden County,9,308,1902
2860,39039,OH,Defiance County,4,3876,38532
2861,53053,WA,Pierce County,1,102303,819743
2862,13143,GA,Haralson County,1,5306,28495
2863,42127,PA,Wayne County,6,6427,1775273
2864,27039,MN,Dodge County,3,1560,88344
2865,39025,OH,Clermont County,1,21281,200218
2866,19195,IA,Worth County,9,662,21291
2867,55017,WI,Chippewa County,3,7042,38696
2868,17069,IL,Hardin County,9,857,26034
2869,46077,SD,Kingsbury County,9,457,5065
2870,51181,VA,Surry County,1,876,73050
2871,34039,NJ,Union County,1,58425,25652
2872,8045,CO,Garfield County,5,5276,5083
2873,30085,MT,Roosevelt County,7,2659,11125
2874,28087,MS,Lowndes County,5,12346,59922
2875,40147,OK,Washington County,4,7333,32190
2876,37171,NC,Surry County,4,12102,73050
2877,48007,TX,Aransas County,2,4751,24356
2878,35025,NM,Lea County,5,12179,68062
2879,17103,IL,Lee County,4,4148,661115
2880,46061,SD,Hanson County,8,282,3405
2881,48163,TX,Frio County,6,4005,18065
2882,53025,WA,Grant County,4,14842,7283
2883,37151,NC,Randolph County,2,20481,29415
2884,13217,GA,Newton County,1,18463,8064
2885,36043,NY,Herkimer County,2,9968,64181
2886,31173,NE,Thurston County,8,1777,262388
2887,5081,AR,Little River County,6,2148,12730
2888,29115,MO,Linn County,7,1927,118765
2889,38005,ND,Benson County,9,1961,6877
2890,27123,MN,Ramsey County,1,73203,526714
2891,47057,TN,Grainger County,3,4563,22702
2892,55053,WI,Jackson County,6,2132,208545
2893,50023,VT,Washington County,4,6080,32190
2894,17141,IL,Ogle County,4,5167,52385
2895,35009,NM,Curry County,5,9216,22339
2896,47179,TN,Washington County,3,18319,32190
2897,6011,CA,Colusa County,6,2375,21358
2898,22081,LA,Red River Parish,6,2194,8894
2899,17039,IL,De Witt County,6,1686,16420
2900,40133,OK,Seminole County,7,5562,436041
2901,49057,UT,Weber County,2,26535,238519
2902,37093,NC,Hoke County,2,10177,51322
2903,6033,CA,Lake County,4,13065,63860
2904,45035,SC,Dorchester County,2,14329,32660
2905,8107,CO,Routt County,7,1766,23513
2906,18151,IN,Steuben County,7,3493,98650
2907,13037,GA,Calhoun County,8,1541,135012
2908,5033,AR,Crawford County,2,10322,24543
2909,6043,CA,Mariposa County,8,3077,17755
2910,19105,IA,Jones County,3,2012,1001
2911,42113,PA,Sullivan County,8,768,76665
2912,28089,MS,Madison County,2,12426,7712
2913,31171,NE,Thomas County,9,99,44869
2914,31095,NE,Jefferson County,7,757,659479
2915,55037,WI,Florence County,9,540,138326
2916,31119,NE,Madison County,5,4867,7712
2917,55007,WI,Bayfield County,8,1821,15156
2918,22093,LA,St. James Parish,6,4038,21752
2919,31027,NE,Cedar County,9,803,13913
2920,47021,TN,Cheatham County,1,4375,39492
2921,33003,NH,Carroll County,8,4896,47499
2922,19143,IA,Osceola County,7,625,298504
2923,29227,MO,Worth County,9,279,21291
2924,42059,PA,Greene County,6,5362,68267
2925,17105,IL,Livingston County,4,4823,184443
2926,1003,AL,Baldwin County,4,24005,182265
2927,40071,OK,Kay County,5,7252,45633
2928,18015,IN,Carroll County,3,2033,47499
2929,30089,MT,Sanders County,8,2005,11363
2930,26133,MI,Osceola County,7,4325,298504
2931,53077,WA,Yakima County,3,44819,247044
2932,47135,TN,Perry County,8,1728,28010
2933,29087,MO,Holt County,8,612,10449
2934,36063,NY,Niagara County,1,26152,214249
2935,22059,LA,La Salle Parish,6,2653,14777
2936,54087,WV,Roane County,6,3100,14656
2937,30079,MT,Prairie County,9,140,1179
2938,38029,ND,Emmons County,8,455,3486
2939,17149,IL,Pike County,7,2506,63380
2940,17189,IL,Washington County,6,1290,32190
2941,26065,MI,Ingham County,2,54343,282234
2942,12005,FL,Bay County,3,26845,106832
2943,17119,IL,Madison County,1,34772,7712
2944,28079,MS,Leake County,6,5218,23389
2945,29005,MO,Atchison County,9,665,16749
2946,18037,IN,Dubois County,7,2730,42361
2947,26115,MI,Monroe County,3,14819,76351
2948,34001,NJ,Atlantic County,2,37734,275862
2949,20181,KS,Sherman County,7,841,1731
2950,48317,TX,Martin County,6,738,20422
2951,48327,TX,Menard County,8,446,2148
2952,26163,MI,Wayne County,1,395250,1775273
2953,28011,MS,Bolivar County,5,10927,34049
2954,28027,MS,Coahoma County,5,9567,25182
2955,41071,OR,Yamhill County,1,11607,100725
2956,29039,MO,Cedar County,6,2739,13913
2957,39003,OH,Allen County,3,15101,363014
2958,29105,MO,Laclede County,6,5480,35667
2959,31031,NE,Cherry County,7,685,5788
2960,27093,MN,Meeker County,6,1604,
2961,55029,WI,Door County,6,2250,27896
2962,55071,WI,Manitowoc County,4,7229,80654
2963,30103,MT,Treasure County,8,71,700
2964,21129,KY,Lee County,9,2487,661115
2965,19025,IA,Calhoun County,9,1138,135012
2966,48353,TX,Nolan County,6,2697,15037
2967,30011,MT,Carter County,9,164,1174
2968,48175,TX,Goliad County,3,1059,7465
2969,48425,TX,Somervell County,8,931,8658
2970,48217,TX,Hill County,6,5542,16568
2971,35057,NM,Torrance County,2,4001,15717
2972,31149,NE,Rock County,9,186,160739
2973,23025,ME,Somerset County,6,9749,51706
2974,48111,TX,Dallam County,7,793,7057
2975,21145,KY,McCracken County,5,11962,65373
2976,13321,GA,Worth County,3,4334,21291
2977,31061,NE,Franklin County,9,393,71221
2978,49051,UT,Wasatch County,6,1668,26437
2979,54067,WV,Nicholas County,6,5359,25965
2980,48031,TX,Blanco County,8,1207,10723
2981,32510,NV,Carson City,3,6727,54080
2982,37079,NC,Greene County,3,4422,68267
2983,4009,AZ,Graham County,6,7854,37482
2984,21067,KY,Fayette County,2,54406,45599
2985,16037,ID,Custer County,9,639,4249
2986,49039,UT,Sanpete County,6,4520,28237
2987,19161,IA,Sac County,9,1124,10071
2988,29015,MO,Benton County,9,3330,86591
2989,51770,VA,Roanoke city,2,21886,
2990,36119,NY,Westchester County,1,95327,968802
2991,21103,KY,Henry County,1,2886,49044
2992,6051,CA,Mono County,7,1583,14074
2993,13021,GA,Bibb County,3,38547,22915
2994,51059,VA,Fairfax County,1,67736,1130924
2995,19175,IA,Union County,6,1586,25652
2996,13031,GA,Bulloch County,4,16650,71214
2997,51001,VA,Accomack County,7,6493,33148
2998,54053,WV,Mason County,6,4671,27126
2999,21083,KY,Graves County,7,7571,37451
3000,48347,TX,Nacogdoches County,5,15402,65330
3001,29017,MO,Bollinger County,9,2076,12490
3002,48287,TX,Lee County,6,2105,661115
3003,20157,KS,Republic County,9,524,4820
3004,29186,MO,Ste. Genevieve County,6,2069,17778
3005,49005,UT,Cache County,3,15209,116909
3006,37023,NC,Burke County,2,15310,89842
3007,48429,TX,Stephens County,7,1876,44919
3008,40043,OK,Dewey County,9,623,5586
3009,19043,IA,Clayton County,8,1709,15402
3010,32021,NV,Mineral County,7,801,4614
3011,47065,TN,Hamilton County,2,47050,4773
3012,13245,GA,Richmond County,2,48929,202003
3013,53061,WA,Snohomish County,1,62396,745913
3014,18177,IN,Wayne County,5,10859,1775273
3015,36083,NY,Rensselaer County,2,17978,159918
3016,6039,CA,Madera County,3,30029,152389
3017,40115,OK,Ottawa County,6,5858,272701
3018,39103,OH,Medina County,1,11394,47399
3019,42081,PA,Lycoming County,3,16033,116754
3020,35013,NM,Dona Ana County,3,53719,213460
3021,12127,FL,Volusia County,2,73420,500800
3022,45053,SC,Jasper County,6,5570,35649
3023,13075,GA,Cook County,6,4268,5240700
3024,31101,NE,Keith County,7,1019,8130
3025,13019,GA,Berrien County,6,4179,155252
3026,48247,TX,Jim Hogg County,6,1431,5245
3027,29091,MO,Howell County,7,8110,40393
3028,22111,LA,Union Parish,3,4422,22344
3029,29037,MO,Cass County,1,8792,28555
3030,48357,TX,Ochiltree County,7,1170,10806
3031,38087,ND,Slope County,9,86,761
3032,22091,LA,St. Helena Parish,2,2558,10875
3033,27119,MN,Polk County,3,4410,31569
3034,48103,TX,Crane County,6,488,4773
3035,1129,AL,Washington County,8,3018,32190
3036,39051,OH,Fulton County,2,3719,984293
3037,23019,ME,Penobscot County,3,21460,153364
3038,13225,GA,Peach County,6,5522,27014
3039,12129,FL,Wakulla County,2,3728,31022
3040,41067,OR,Washington County,1,51702,32190
3041,18145,IN,Shelby County,1,5340,939465
3042,42053,PA,Forest County,9,1172,9126
3043,19017,IA,Bremer County,3,1557,24624
3044,21179,KY,Nelson County,1,5236,14789
3045,19191,IA,Winneshiek County,7,1709,20994
3046,12047,FL,Hamilton County,6,3363,4773
3047,48501,TX,Yoakum County,7,1025,8184
3048,45067,SC,Marion County,6,7915,323614
3049,21059,KY,Daviess County,3,15895,98218
3050,26101,MI,Manistee County,7,3255,24450
3051,13149,GA,Heard County,1,2227,11558
3052,19065,IA,Fayette County,6,2449,45599
3053,45015,SC,Berkeley County,2,25313,194020
3054,21017,KY,Bourbon County,2,3466,14852
3055,37195,NC,Wilson County,4,17798,121945
3056,6041,CA,Marin County,1,19932,258365
3057,5111,AR,Poinsett County,3,5352,24145
3058,29207,MO,Stoddard County,7,5545,29780
3059,49013,UT,Duchesne County,6,2765,20308
3060,47055,TN,Giles County,6,4751,28746
3061,18023,IN,Clinton County,6,4317,81591
3062,29047,MO,Clay County,1,19868,10584
3063,22045,LA,Iberia Parish,4,16885,73878
3064,48193,TX,Hamilton County,6,1229,4773
3065,21069,KY,Fleming County,7,3066,14508
3066,29219,MO,Warren County,1,3935,65337
3067,37143,NC,Perquimans County,9,2239,13601
3068,42031,PA,Clarion County,6,5628,39155
3069,1069,AL,Houston County,3,19878,22911
3070,18169,IN,Wabash County,6,3428,32358
3071,48079,TX,Cochran County,9,665,3016
3072,29003,MO,Andrew County,3,1657,17445
3073,54035,WV,Jackson County,6,4546,208545
3074,27165,MN,Watonwan County,7,1216,11137
